0.0,0.012,2.58,5.333,7.246,11.63,13.82,15.97,20.44,23.03,27.82,33.9,37.71,41.2,47.8,56.0,59.2,61.6,66.0,72.1,83.6,86.3,89.8,93.9,100.5,113.0,125.0,129.4,132.6,139.8,145.0
1099.9998,1099.9998,1376.645,1562.9818,1496.2931,1636.8711,1615.9102,1595.1945,1524.7163,1454.2704,1555.3196,1627.4126,2064.2136,2443.1836,2446.2634,2411.209,1659.3662,1493.8892,1486.9437,1353.1367,1764.2407,1361.249,1163.2086,1204.676,1448.297,1114.4132,658.96606,357.38132,349.10965,467.5811,141.23198
1099.9993,1099.9993,1375.5741,1571.0001,1660.3181,1743.4429,1534.1808,1657.0695,1544.2659,1595.7891,1659.5135,1634.9314,1937.2135,2221.8394,2597.123,2503.6943,1681.6075,1559.9863,1595.3452,1380.77,1752.0342,1331.4055,1172.6837,1322.0798,1552.4185,1122.1803,688.9339,369.7814,339.45102,448.36792,137.9633
1099.9998,1099.9998,1495.0265,1531.9625,1633.871,1586.0441,1448.8153,1459.464,1517.1427,1295.9113,1515.0536,1517.1926,1717.6315,2363.6323,2473.9685,2259.1511,1561.3125,1357.021,1411.5845,1294.1476,1666.9541,1310.8141,1138.3337,1081.5967,1374.881,1076.8624,645.6009,341.67844,324.8431,456.3154,136.86024
1099.9998,1099.9998,1321.5234,1698.4221,1599.0863,1802.8967,1682.3347,1906.1981,1693.7101,1499.1532,1703.9244,1793.7799,2041.3809,2529.6433,2750.9995,2692.8713,1748.5126,1631.0896,1598.5957,1651.2914,1891.8931,1312.5128,1235.6714,1389.443,1634.7046,1203.4537,694.559,388.75412,339.51807,523.554,152.4443
1099.9998,1099.9998,1265.0863,1731.5175,1753.8264,1823.6688,1871.0262,1811.7627,1687.8639,1637.4329,1693.9565,1658.8508,1993.1685,2507.951,2955.4358,2741.1506,1780.9747,1537.0865,1679.0752,1749.3754,2046.6857,1394.0048,1309.4718,1407.7065,1565.1888,1272.9851,758.73773,535.89746,459.244,333.39746,98.65262
1100.0004,1100.0004,1377.427,1550.0449,1546.4204,1760.8541,1695.6223,1510.372,1652.5265,1587.7128,1666.1412,1600.7878,1793.9415,2235.2942,2585.1914,2542.0654,1617.51,1401.3088,1566.7728,1546.3688,1816.602,1258.4174,1113.2303,1369.8569,1477.2427,1077.7911,664.2619,384.34122,375.99768,474.9486,142.9486
1099.9998,1099.9998,1345.0592,1674.0756,1754.2632,1851.7502,1729.1313,1637.6477,1770.9703,1540.2465,1673.6761,1853.2227,2177.7234,2809.9722,2656.208,2781.0903,1733.5872,1523.4066,1672.4829,1702.577,1875.3713,1484.3777,1330.5233,1452.0674,1529.5524,1201.0928,784.4778,530.9187,461.3603,316.0063,95.95083
1099.9998,1099.9998,1337.0338,1697.0648,1756.5538,1777.7759,1689.3334,1782.699,1713.7383,1582.1355,1727.7063,1704.8375,2146.425,2683.275,2784.7195,2714.0684,1765.4229,1506.9534,1606.6033,1657.2837,1926.0066,1439.7219,1330.1044,1473.2175,1516.5094,1203.3934,724.3558,382.16522,359.71036,522.8569,151.89609
1099.9998,1099.9998,1398.0562,1469.188,1524.4558,1755.5283,1694.5289,1597.2394,1588.4833,1536.2992,1548.2876,1665.4181,1781.6097,2264.8025,2703.1492,2440.6675,1685.9556,1446.8706,1535.1224,1357.8125,1751.5953,1389.1135,1228.6335,1285.5248,1428.0787,1110.7393,632.29407,374.87387,342.60565,474.83994,139.14685
