0.0,2.58,5.333,7.246,11.63,13.82,15.97,20.44,23.03,27.82,33.9,37.71,41.2,47.8,56.0,59.2,61.6,66.0,72.1,83.6,86.3,89.8,93.9,100.5,113.0,121.4,129.4,132.6,139.8,145.0
990.8354,990.8354,1255.3293,1190.9762,1233.5822,1171.9916,1230.6586,1273.3004,1160.2191,1166.6774,1092.9116,1334.7657,1753.3821,1796.5944,1645.0271,1374.0468,1137.3699,1168.8252,1469.9602,1422.3865,1215.58,1052.0529,1087.7593,1104.9775,791.61053,479.8896,416.48367,401.90912,491.18823,235.70114
1003.89685,1003.89685,1264.058,1214.3252,1327.1611,1222.1727,1211.1455,1246.2928,1175.1315,1170.6216,1120.6534,1350.3823,1698.3363,1773.7787,1641.1793,1346.3171,1204.9514,1342.2266,1427.2511,1442.6322,1233.4556,1052.9412,1105.4138,1131.9205,804.4726,488.69647,427.03442,417.8939,512.1289,242.69682
1005.498,1005.498,1257.7249,1220.6427,1282.313,1206.7388,1174.0137,1222.1937,1194.8218,1183.8297,1088.6432,1347.4619,1747.8204,1707.9729,1606.7068,1336.7322,1082.3496,1154.0776,1463.3983,1411.3708,1220.4976,1026.1444,1085.1619,1101.7462,789.69904,481.53586,420.6675,411.27176,510.3008,241.68379
997.5839,997.5839,1259.3467,1202.7516,1213.9254,1167.5529,1217.6719,1239.7594,1147.4214,1163.9805,1052.1102,1330.0752,1667.2585,1757.3694,1633.8125,1347.1764,1130.0492,1180.9373,1453.3783,1396.4548,1195.3949,1033.8052,1075.8925,1092.0503,782.5703,476.63968,416.74997,407.55933,507.77484,240.53992
1003.31757,1003.31757,1262.278,1208.849,1226.2535,1177.9147,1216.0645,1239.731,1151.5616,1159.4851,1102.4342,1362.1912,1759.4894,1676.4719,1602.7605,1343.73,1137.6564,1156.2079,1458.3503,1408.8268,1205.6335,1020.44214,1078.0885,1098.0002,786.3603,475.3566,414.26065,401.8102,498.55182,236.2469
994.7306,994.7306,1294.4688,1236.5887,1249.6709,1188.555,1205.1958,1256.5756,1178.5327,1191.0773,1077.8821,1335.2378,1696.303,1747.024,1629.7498,1366.7325,1153.3937,1207.6825,1473.2296,1426.2673,1216.7953,1020.3127,1073.4716,1107.0166,795.91345,480.72363,418.39035,406.1944,500.27457,237.21046
993.33984,993.33984,1272.5497,1213.3052,1303.4897,1225.8054,1240.9302,1278.1587,1161.704,1205.717,1067.5498,1354.2975,1659.4954,1810.9132,1589.5813,1339.3895,1197.6818,1335.462,1412.3734,1424.6749,1233.8735,1057.6954,1087.2709,1120.6647,805.1296,488.04025,425.22113,414.7074,520.4325,245.88487
987.51843,987.51843,1285.0961,1247.2114,1244.8193,1155.9054,1198.8885,1204.4501,1157.1141,1151.062,1096.9437,1317.6677,1635.626,1711.5582,1598.1732,1330.2656,1125.2035,1191.258,1454.7734,1412.3114,1213.2866,1013.11395,1055.1677,1095.2164,788.26495,474.41058,411.58914,399.76752,496.70526,235.53687
1004.58704,1004.58704,1260.6105,1189.3658,1294.1964,1191.6793,1244.2753,1256.1835,1200.022,1188.6389,1130.8579,1365.9828,1717.4618,1799.6705,1652.4713,1361.0275,1174.3477,1205.0768,1493.2471,1450.2297,1217.0625,1043.6478,1098.3547,1125.1777,801.57104,488.32883,427.68765,420.89133,509.3501,241.28778
994.0125,994.0125,1256.3752,1187.1073,1239.5524,1222.4772,1239.0372,1270.7898,1207.0043,1220.1534,1074.0947,1364.4792,1671.3884,1787.3778,1619.5958,1329.9355,1077.2537,1183.9474,1496.144,1454.5382,1220.9082,1042.536,1104.57,1133.1702,810.6181,492.6417,428.5143,413.17657,505.3681,241.82906
998.4467,998.4467,1271.9437,1222.0216,1303.006,1238.5554,1209.2229,1227.9828,1185.96,1219.182,1061.3921,1345.0728,1696.1199,1773.0306,1627.8949,1349.4818,1178.0818,1308.0267,1414.7847,1423.2521,1252.9576,1048.4858,1096.108,1130.7391,806.1924,486.9115,422.53387,405.5193,503.78857,240.74387
