0.0,0.012,2.58,5.333,7.246,11.63,13.82,15.97,20.44,23.03,27.82,33.9,37.71,41.2,47.8,56.0,59.2,61.6,66.0,72.1,83.6,86.3,89.8,93.9,100.5,113.0,125.0,129.4,132.6,139.8,145.0
1099.9993,1099.9993,1483.3984,1528.1514,1470.6532,1465.352,1480.955,1558.5763,1465.7667,1552.2236,1514.252,1579.7639,2080.5393,2572.8435,2498.7678,2099.0188,1450.9988,1312.2881,1211.7776,1291.8282,1995.4128,1361.121,1117.1407,1221.1139,1397.484,822.9002,533.15314,343.6646,283.8879,458.63562,101.618935
1099.9998,1099.9998,1429.3209,1426.9049,1565.1941,1548.9224,1438.1641,1596.2877,1517.3975,1683.108,1615.3303,1622.4738,2021.6311,2482.8333,2657.5667,2186.2737,1505.3126,1368.7853,1334.707,1328.6395,2088.6025,1403.2192,1194.1104,1471.1678,1357.9817,816.4511,599.6472,327.36728,301.54504,451.78244,99.62004
1099.9993,1099.9993,1503.8768,1607.5481,1705.4885,1536.1445,1475.3639,1501.1375,1501.429,1465.0836,1554.41,1585.789,1893.748,2630.4639,2720.3284,2142.7397,1464.6405,1247.6294,1223.2317,1289.7289,2043.7837,1384.7303,1183.4119,1175.3468,1384.7139,815.9512,607.86566,326.64108,318.23785,491.631,100.89223
1100.0004,1100.0004,1412.6544,1545.2096,1543.5233,1568.1775,1533.822,1743.1799,1591.9585,1569.6238,1608.5055,1730.8696,2049.8096,2658.3906,2776.0842,2307.6936,1576.462,1454.95,1287.0465,1465.6401,2334.9648,1383.1367,1254.1157,1521.382,1409.8148,847.35034,620.7043,341.42294,330.57944,497.1203,103.179344
1099.9998,1099.9998,1350.0138,1404.6111,1632.4326,1585.7134,1613.384,1598.7224,1584.395,1667.0653,1573.0554,1585.0583,1932.2559,2487.058,2828.4033,2282.2563,1563.1207,1326.5958,1301.5349,1427.886,2316.3508,1389.6724,1260.4769,1483.4415,1384.7905,876.5868,655.976,435.46518,498.9762,285.08313,78.95805
1099.9998,1099.9998,1476.8126,1593.1265,1585.7671,1611.9388,1654.014,1558.5162,1631.3549,1763.463,1674.4996,1633.2504,1976.6536,2534.383,2706.9363,2281.3093,1562.2969,1281.3992,1327.0085,1439.0009,2388.194,1398.4192,1231.1133,1538.006,1419.055,848.28577,570.61346,402.29514,326.39496,508.52335,106.08426
1099.9998,1099.9998,1411.6107,1643.9525,1786.2754,1745.2063,1679.3324,1710.6847,1720.9103,1698.3046,1702.0548,1914.2975,2350.7593,2957.5625,2825.2307,2452.152,1635.0104,1386.0267,1447.6309,1521.9302,2336.1724,1626.0006,1440.6725,1682.5933,1413.6787,913.1067,647.6851,503.81415,515.121,310.37106,85.38995
1100.0004,1100.0004,1429.4178,1668.8206,1744.8291,1633.09,1611.0239,1787.1023,1712.3734,1765.1086,1733.8674,1742.5239,2301.2925,2952.605,3025.1633,2528.2173,1698.2681,1436.3687,1380.7529,1516.9226,2332.469,1527.6254,1331.8346,1695.7356,1390.2607,900.5563,606.47424,344.83344,324.98843,511.80048,107.79258
1100.0004,1100.0004,1465.8577,1541.8984,1635.1593,1702.8728,1668.6274,1730.4131,1651.0834,1779.8112,1669.5765,1801.9421,2117.502,2797.3208,3050.7278,2380.1074,1666.3035,1400.9739,1355.3999,1405.566,2232.022,1513.3787,1286.0426,1454.6564,1453.7091,865.44946,569.47064,372.36386,306.3764,495.89502,104.59729
1099.9998,1099.9998,1467.8027,1622.4955,1671.2737,1612.819,1684.7028,1738.8439,1664.8873,1784.5096,1664.5276,1707.3586,2073.1956,2592.8474,2827.9556,2435.5955,1661.3832,1414.8943,1375.4447,1546.946,2483.3318,1329.3201,1236.4388,1439.6073,1482.8599,854.80396,612.9894,347.14987,327.18912,477.55133,100.25826
1099.9993,1099.9993,1461.3998,1687.7585,1683.6982,1576.3854,1648.7114,1818.0006,1683.6132,1749.5165,1673.237,1745.6459,2236.0388,2642.4556,2954.9172,2384.3555,1594.6595,1357.9698,1457.8494,1489.3752,2330.0168,1334.3529,1200.0654,1466.8336,1562.6196,910.4213,624.66113,351.77332,309.20996,505.40845,106.98847
1099.9998,1099.9998,1498.1284,1524.0117,1588.4386,1522.4191,1518.7753,1655.7101,1503.569,1534.7335,1560.339,1705.0459,1894.2584,2430.7146,2656.6743,2216.0596,1530.6,1425.8788,1297.5327,1426.7533,2206.2295,1355.6152,1138.4104,1299.1069,1395.0487,844.1776,628.87946,410.95462,462.91568,278.01926,77.03558
1099.9998,1099.9998,1463.5533,1588.155,1518.4124,1703.4213,1742.7915,1712.4788,1722.074,1716.713,1750.2352,1847.5577,2207.3677,2678.4421,3184.0312,2464.7498,1645.3772,1304.9457,1404.9473,1523.7054,2622.2869,1538.6819,1332.8364,1525.9338,1430.2972,865.3437,600.59717,419.84216,345.52426,514.6765,107.07069
1100.0004,1100.0004,1438.3768,1601.9789,1651.1416,1726.7686,1681.1096,1713.3303,1705.3169,1702.6796,1739.1791,1798.7906,2018.8612,2846.729,3000.0994,2506.8613,1623.9136,1480.3368,1367.6082,1520.3276,2223.137,1638.4587,1294.1254,1422.5433,1556.6611,910.0546,625.578,330.24756,307.99377,520.6352,105.92495
