0.0,0.0042,0.0082,0.0117,0.126,0.781,1.8,2.58,3.6,5.333,7.246,11.63,13.82,15.97,20.44,23.03,28.1,33.9,37.8,41.2,47.8,56.0,59.2,61.6,66.0,72.1,83.6,86.3,89.8,93.9,100.5,113.0,125.0,129.4,132.9,139.0,139.8
733.8442,733.8442,667.2332,665.78467,632.9277,598.3961,650.97784,780.43604,853.828,926.16174,945.07434,1195.1799,920.9178,967.07764,815.94995,792.56134,776.6649,854.7317,1083.3672,1265.721,1214.0071,1004.09766,860.2967,598.0144,647.3941,778.38074,1278.271,867.3082,584.2164,872.608,880.8572,962.68207,755.797,335.82242,232.98264,29.74973,2.5219548
728.7697,728.7697,669.96985,672.1654,647.73926,649.5651,668.5751,781.59985,898.2163,982.65,1008.10974,1038.6298,951.8459,1161.4447,846.667,904.5459,887.0218,815.02185,1210.3523,1231.2401,1258.422,1004.02374,830.60944,654.16284,733.5555,808.71936,1254.8137,879.7599,718.24994,679.9546,845.6995,940.8051,752.8987,359.8344,233.32149,28.691923,2.4836788
734.5253,734.5253,667.896,667.2262,635.59814,632.78735,640.7012,773.6291,830.0192,948.67755,952.30634,1047.587,913.9968,1113.7533,829.4155,759.8851,876.166,914.2722,912.8884,1184.5657,1155.7891,1005.4793,847.7959,645.18915,655.75806,786.1117,1296.413,914.5463,680.29144,871.5276,818.21674,963.73303,787.43207,322.06238,228.39793,29.388344,2.5022137
724.20703,724.20703,662.3135,659.2088,622.5147,607.11194,679.89233,789.95123,835.7937,921.6932,1004.0746,1121.7097,912.87933,834.476,813.82263,808.2257,832.194,907.558,1228.9208,1388.6305,1279.8187,951.4839,812.7645,660.327,675.5152,769.46155,1231.5345,825.46436,616.57666,818.48047,833.9084,930.565,663.2868,271.55466,145.48363,85.37896,4.680722
725.7461,725.7461,669.76324,674.00586,669.9663,625.28467,631.0039,756.59705,855.69653,933.66705,1006.1375,1103.7974,1006.4992,906.71313,799.161,787.68854,908.3546,920.2727,1077.5472,1127.465,1167.676,979.7224,850.7625,667.2495,729.8259,831.07904,1280.1694,857.22485,702.4628,837.018,816.2059,884.9565,681.5075,273.3274,143.6571,85.39909,4.6875925
738.89844,738.89844,667.756,663.76465,623.5541,584.5842,643.836,768.105,869.56555,967.14685,925.2267,1049.5999,1000.2383,964.5145,832.47723,816.21643,839.0772,794.8588,1157.081,1477.2976,1475.5695,962.0481,878.0355,622.80524,629.4375,858.3751,1271.4935,787.1694,640.40814,885.489,857.87823,912.48413,700.6836,260.27432,151.96353,80.191345,4.522442
726.39026,726.39026,668.8168,669.3003,638.2808,651.86664,677.9794,739.7348,850.0532,964.0358,1046.089,858.5375,978.6959,868.79877,824.7015,794.6199,819.9757,803.8279,1051.0507,1196.7495,1233.2125,969.56287,800.27515,611.14624,631.0008,764.0716,1366.4711,701.67804,590.4016,840.27985,806.37256,916.8604,693.9702,264.69342,148.04854,92.530235,4.8708544
721.0685,721.0685,661.35767,660.702,635.4698,660.6216,677.8842,837.50995,980.10736,1031.7925,975.02924,862.7117,915.2582,974.36523,785.0987,788.88086,802.72687,840.7629,1165.4169,1226.318,1290.0103,974.7304,793.24243,641.19525,671.3531,762.62354,1215.5597,861.5745,595.69556,726.8461,828.9417,942.18933,682.4217,216.6502,134.74887,88.72007,4.7044873
734.5698,734.5698,664.246,662.1133,628.407,586.27045,640.5405,805.26184,887.9974,1055.5455,1079.6533,905.2569,924.5539,913.04224,904.63525,929.1308,888.9942,841.2451,1142.264,1449.7212,1373.5302,1065.3575,893.3978,616.9959,635.8213,872.3917,1274.8309,898.22455,656.8296,786.0506,856.6575,980.29126,761.7221,381.51718,233.37582,21.056229,2.0998785
710.3784,710.3784,651.3669,648.9949,622.7297,628.8383,622.24005,703.36035,832.5505,1031.9835,1039.1628,928.53674,1009.37714,1044.8485,814.0838,972.0973,909.06464,888.42694,1263.3464,1288.2072,1177.6719,997.5963,881.1264,669.571,667.5905,897.62274,1300.6447,967.2185,729.8489,812.77234,888.57965,940.6592,769.7276,338.84457,226.62816,27.748308,2.448663
712.42206,712.42206,653.34265,651.207,618.8268,596.29504,677.74054,769.1432,853.4922,924.19867,1029.8917,1043.4072,934.2057,1060.5259,775.23267,971.7039,810.9328,835.2839,1182.5074,1381.07,1198.897,957.27484,855.99725,663.24976,699.03064,856.07684,1218.93,870.9075,576.58453,812.1095,791.04083,894.5351,656.17,305.61258,162.8889,95.835464,4.9871464
691.16345,691.16345,647.3351,654.5588,643.2711,660.46106,642.76935,762.7331,853.8357,927.3743,882.51843,1021.60065,844.9505,840.92584,824.6081,820.8531,873.8298,1004.1632,829.0042,1209.0792,1125.6208,902.26935,809.3952,555.42017,568.7212,779.3532,1382.2004,698.83374,512.1544,752.6524,787.8473,887.61646,638.24915,261.205,148.48691,91.46808,4.80868
727.9156,727.9156,654.28125,647.64276,608.6498,578.5374,607.61145,779.5996,815.83075,1020.7222,1014.4422,981.89417,922.304,1004.9452,876.45,892.99524,794.27625,903.5348,1126.3173,1323.7439,1467.3162,1007.9506,859.76544,634.82275,639.70074,828.36017,1277.9312,868.5109,623.43494,952.3445,864.6306,958.92413,728.95654,261.27902,148.23238,90.03822,4.8383656
