stg,start_age,speciesRT,speciesBC,speciesSIB,run,genusRT,genusBC,genusSIB
"(33.9,37.8]",41.2,207,105,177,72,329,196,275
"(37.8,41.2]",37.8,232,145,184,72,359,261,268
"(41.2,47.8]",33.9,246,182,211,72,388,305,322
"(47.8,56]",28.1,270,167,256,72,389,278,344
"(56,59.2]",23.03,188,111,172,72,277,201,219
"(59.2,61.6]",20.44,109,106,53,72,187,179,73
"(61.6,66]",15.97,151,86,131,72,237,160,190
"(66,72.1]",13.82,224,74,209,72,318,139,284
"(72.1,83.6]",11.63,239,109,223,72,345,189,308
"(83.6,86.3]",7.246,152,113,119,72,238,191,169
"(86.3,89.8]",5.333,104,76,69,72,184,149,105
"(89.8,93.9]",3.6,139,87,114,72,216,162,162
"(93.9,100]",2.58,180,92,173,72,254,159,237
"(100,113]",1.8,92,68,88,72,143,118,127
"(113,125]",0.781,40,28,37,72,71,61,58
"(125,129]",0.126,21,16,13,72,44,35,24
"(129,133]",0.0117,16,11,12,72,34,27,28
"(133,140]",0.0082,31,8,29,72,40,15,38
"(140,155]",0.0042,2,2,2,72,2,2,2
"(0.0042,0.0082]",139.8,15,5,10,73,11,8,3
"(0.0082,0.0117]",132.9,17,15,3,73,18,11,8
"(0.0117,0.126]",129.4,50,17,47,73,62,18,59
"(0.126,0.781]",125,51,43,33,73,72,55,52
"(0.781,1.8]",113,56,46,30,73,78,63,45
"(1.8,2.58]",100.5,64,55,32,73,93,78,47
"(2.58,3.6]",93.9,113,59,96,73,161,88,138
"(3.6,5.33]",89.8,151,102,132,73,201,148,168
"(5.33,7.25]",86.3,166,128,124,73,225,180,162
"(7.25,11.6]",83.6,185,142,147,73,271,203,210
"(11.6,13.8]",72.1,203,151,155,73,296,232,217
"(13.8,16]",66,219,181,161,73,328,274,239
"(16,20.4]",61.6,232,190,190,73,341,287,278
"(20.4,23]",59.2,192,179,139,73,295,278,206
"(23,28.1]",56,173,138,121,73,274,229,177
"(28.1,33.9]",47.8,156,120,101,73,256,215,161
"(33.9,37.8]",41.2,209,103,177,73,334,200,279
"(37.8,41.2]",37.8,233,149,183,73,357,261,261
"(41.2,47.8]",33.9,248,182,213,73,382,305,315
"(47.8,56]",28.1,271,167,256,73,386,275,341
"(56,59.2]",23.03,181,112,161,73,280,198,228
"(59.2,61.6]",20.44,109,100,60,73,190,182,68
"(61.6,66]",15.97,147,83,127,73,233,163,185
"(66,72.1]",13.82,221,71,206,73,319,135,285
"(72.1,83.6]",11.63,240,109,224,73,345,190,308
"(83.6,86.3]",7.246,148,110,114,73,242,194,172
"(86.3,89.8]",5.333,106,76,69,73,183,150,104
"(89.8,93.9]",3.6,139,88,114,73,215,161,161
"(93.9,100]",2.58,179,92,172,73,255,159,238
"(100,113]",1.8,92,68,88,73,143,118,127
"(113,125]",0.781,39,28,36,73,73,61,59
"(125,129]",0.126,24,18,15,73,43,36,23
"(129,133]",0.0117,15,11,11,73,34,27,26
"(133,140]",0.0082,31,7,29,73,42,17,40
"(140,155]",0.0042,2,2,2,73,2,2,2
"(0.0042,0.0082]",139.8,18,9,9,74,13,9,5
"(0.0082,0.0117]",132.9,17,17,1,74,18,13,5
"(0.0117,0.126]",129.4,50,17,47,74,62,18,59
"(0.126,0.781]",125,53,43,35,74,71,55,49
"(0.781,1.8]",113,58,48,30,74,81,63,43
"(1.8,2.58]",100.5,63,55,29,74,89,79,39
"(2.58,3.6]",93.9,110,60,89,74,150,85,124
"(3.6,5.33]",89.8,146,99,128,74,204,139,177
"(5.33,7.25]",86.3,159,123,113,74,233,181,172
"(7.25,11.6]",83.6,191,140,147,74,269,209,201
"(11.6,13.8]",72.1,205,157,154,74,289,235,201
"(13.8,16]",66,224,183,167,74,325,262,244
"(16,20.4]",61.6,226,189,187,74,341,288,275
"(20.4,23]",59.2,193,176,139,74,295,275,213
"(23,28.1]",56,175,138,124,74,273,231,178
"(28.1,33.9]",47.8,158,122,101,74,257,217,158
"(33.9,37.8]",41.2,210,105,176,74,327,196,269
"(37.8,41.2]",37.8,232,149,179,74,365,259,273
"(41.2,47.8]",33.9,250,183,215,74,387,311,315
"(47.8,56]",28.1,272,169,257,74,390,280,347
"(56,59.2]",23.03,181,111,164,74,278,199,225
"(59.2,61.6]",20.44,115,104,58,74,193,183,74
"(61.6,66]",15.97,149,88,129,74,239,167,191
"(66,72.1]",13.82,220,70,205,74,317,136,283
"(72.1,83.6]",11.63,239,108,223,74,344,190,307
"(83.6,86.3]",7.246,154,112,121,74,238,190,171
"(86.3,89.8]",5.333,101,77,63,74,183,148,104
"(89.8,93.9]",3.6,138,85,113,74,214,161,156
"(93.9,100]",2.58,180,92,173,74,253,157,236
"(100,113]",1.8,92,68,88,74,143,118,127
"(113,125]",0.781,39,28,35,74,73,61,60
"(125,129]",0.126,24,18,14,74,42,35,22
"(129,133]",0.0117,17,11,13,74,34,27,26
"(133,140]",0.0082,30,8,28,74,43,18,41
"(140,155]",0.0042,2,2,2,74,2,2,2
"(0.0042,0.0082]",139.8,15,7,9,75,11,9,3
"(0.0082,0.0117]",132.9,17,15,3,75,18,11,7
"(0.0117,0.126]",129.4,51,17,48,75,62,18,60
"(0.126,0.781]",125,51,44,31,75,70,54,47
"(0.781,1.8]",113,57,46,33,75,75,61,40
"(1.8,2.58]",100.5,63,54,31,75,91,75,45
"(2.58,3.6]",93.9,117,60,101,75,155,87,134
"(3.6,5.33]",89.8,148,106,126,75,203,142,173
"(5.33,7.25]",86.3,155,125,111,75,223,181,159
"(7.25,11.6]",83.6,193,138,154,75,275,201,216
"(11.6,13.8]",72.1,209,154,159,75,297,235,207
"(13.8,16]",66,219,185,159,75,319,270,237
"(16,20.4]",61.6,234,191,198,75,335,282,279
"(20.4,23]",59.2,188,177,129,75,292,273,206
"(23,28.1]",56,169,136,119,75,272,227,179
"(28.1,33.9]",47.8,162,122,108,75,252,215,153
"(33.9,37.8]",41.2,210,105,178,75,328,194,271
"(37.8,41.2]",37.8,230,147,175,75,352,257,260
"(41.2,47.8]",33.9,246,179,209,75,388,303,325
"(47.8,56]",28.1,268,165,254,75,391,279,347
"(56,59.2]",23.03,185,111,167,75,278,200,224
"(59.2,61.6]",20.44,111,104,60,75,188,179,69
"(61.6,66]",15.97,146,84,126,75,241,169,193
"(66,72.1]",13.82,220,71,205,75,316,135,282
"(72.1,83.6]",11.63,240,108,224,75,343,189,306
"(83.6,86.3]",7.246,152,112,119,75,238,189,167
"(86.3,89.8]",5.333,101,76,65,75,187,152,111
"(89.8,93.9]",3.6,137,86,113,75,214,162,158
"(93.9,100]",2.58,181,91,174,75,255,158,238
"(100,113]",1.8,92,68,88,75,143,118,127
"(113,125]",0.781,40,28,37,75,72,61,56
"(125,129]",0.126,22,17,15,75,46,38,26
"(129,133]",0.0117,17,11,13,75,34,27,26
"(133,140]",0.0082,31,9,29,75,43,18,41
"(140,155]",0.0042,2,2,2,75,2,2,2
"(0.0042,0.0082]",139.8,13,9,5,76,15,5,11
"(0.0082,0.0117]",132.9,17,12,5,76,18,14,4
"(0.0117,0.126]",129.4,50,17,47,76,60,18,57
"(0.126,0.781]",125,49,42,35,76,72,53,54
"(0.781,1.8]",113,58,44,35,76,80,63,44
"(1.8,2.58]",100.5,63,56,31,76,94,80,42
"(2.58,3.6]",93.9,114,60,96,76,156,89,134
"(3.6,5.33]",89.8,148,102,126,76,202,144,171
"(5.33,7.25]",86.3,159,126,113,76,240,180,176
"(7.25,11.6]",83.6,193,140,150,76,271,217,205
"(11.6,13.8]",72.1,197,154,144,76,295,234,209
"(13.8,16]",66,224,178,168,76,330,276,244
"(16,20.4]",61.6,230,190,186,76,344,286,281
"(20.4,23]",59.2,188,176,132,76,290,275,205
"(23,28.1]",56,178,138,127,76,269,229,171
"(28.1,33.9]",47.8,158,127,101,76,255,212,157
"(33.9,37.8]",41.2,211,103,179,76,325,197,266
"(37.8,41.2]",37.8,234,151,179,76,361,260,271
"(41.2,47.8]",33.9,245,180,211,76,384,300,316
"(47.8,56]",28.1,269,166,255,76,384,275,341
"(56,59.2]",23.03,187,110,168,76,285,198,230
"(59.2,61.6]",20.44,112,107,59,76,191,186,70
"(61.6,66]",15.97,150,86,129,76,234,166,184
"(66,72.1]",13.82,219,72,204,76,318,136,284
"(72.1,83.6]",11.63,240,108,224,76,342,189,304
"(83.6,86.3]",7.246,154,114,120,76,241,191,171
"(86.3,89.8]",5.333,103,76,70,76,181,149,105
"(89.8,93.9]",3.6,139,88,114,76,216,160,161
"(93.9,100]",2.58,179,91,172,76,255,159,238
"(100,113]",1.8,92,68,88,76,143,118,127
"(113,125]",0.781,41,28,37,76,76,61,62
"(125,129]",0.126,22,18,13,76,42,38,19
"(129,133]",0.0117,16,11,13,76,36,27,28
"(133,140]",0.0082,31,8,29,76,40,17,38
"(140,155]",0.0042,2,2,2,76,2,2,2
"(0.0042,0.0082]",139.8,13,7,7,77,13,8,6
"(0.0082,0.0117]",132.9,18,13,5,77,18,13,5
"(0.0117,0.126]",129.4,50,17,47,77,62,18,59
"(0.126,0.781]",125,53,43,34,77,69,55,48
"(0.781,1.8]",113,55,46,28,77,79,61,45
"(1.8,2.58]",100.5,64,55,33,77,91,78,44
"(2.58,3.6]",93.9,113,60,96,77,155,86,133
"(3.6,5.33]",89.8,148,101,124,77,204,144,176
"(5.33,7.25]",86.3,161,126,116,77,224,181,160
"(7.25,11.6]",83.6,187,141,144,77,274,202,214
"(11.6,13.8]",72.1,208,153,156,77,297,235,214
"(13.8,16]",66,220,183,162,77,326,275,241
"(16,20.4]",61.6,230,189,187,77,343,285,279
"(20.4,23]",59.2,192,178,136,77,293,278,205
"(23,28.1]",56,171,138,123,77,271,229,173
"(28.1,33.9]",47.8,157,120,101,77,255,214,159
"(33.9,37.8]",41.2,210,102,180,77,330,197,274
"(37.8,41.2]",37.8,231,150,178,77,352,260,268
"(41.2,47.8]",33.9,247,180,211,77,380,293,318
"(47.8,56]",28.1,271,167,256,77,384,275,340
"(56,59.2]",23.03,184,112,165,77,278,198,219
"(59.2,61.6]",20.44,113,106,62,77,195,183,83
"(61.6,66]",15.97,148,86,127,77,234,165,187
"(66,72.1]",13.82,222,71,207,77,316,134,282
"(72.1,83.6]",11.63,239,108,222,77,342,189,305
"(83.6,86.3]",7.246,153,111,119,77,239,189,170
"(86.3,89.8]",5.333,101,77,65,77,182,149,101
"(89.8,93.9]",3.6,138,86,113,77,216,161,161
"(93.9,100]",2.58,179,90,172,77,255,159,238
"(100,113]",1.8,92,68,88,77,143,118,127
"(113,125]",0.781,40,28,37,77,75,61,60
"(125,129]",0.126,21,16,14,77,43,38,21
"(129,133]",0.0117,16,11,12,77,34,27,26
"(133,140]",0.0082,29,6,27,77,44,19,42
"(140,155]",0.0042,2,2,2,77,2,2,2
"(0.0042,0.0082]",139.8,16,8,9,78,14,6,9
"(0.0082,0.0117]",132.9,17,16,2,78,18,14,4
"(0.0117,0.126]",129.4,50,17,47,78,60,18,57
"(0.126,0.781]",125,50,43,36,78,72,53,49
"(0.781,1.8]",113,54,44,29,78,76,64,42
"(1.8,2.58]",100.5,65,54,36,78,93,75,49
"(2.58,3.6]",93.9,112,60,92,78,153,88,130
"(3.6,5.33]",89.8,146,99,127,78,203,140,170
"(5.33,7.25]",86.3,163,125,118,78,218,181,158
"(7.25,11.6]",83.6,189,143,148,78,275,198,219
"(11.6,13.8]",72.1,200,153,144,78,295,235,210
"(13.8,16]",66,227,183,169,78,326,270,242
"(16,20.4]",61.6,229,190,183,78,342,286,279
"(20.4,23]",59.2,198,184,139,78,293,279,199
"(23,28.1]",56,173,138,122,78,273,229,168
"(28.1,33.9]",47.8,158,120,104,78,253,215,159
"(33.9,37.8]",41.2,205,104,174,78,325,196,268
"(37.8,41.2]",37.8,237,146,191,78,366,257,279
"(41.2,47.8]",33.9,246,184,209,78,387,312,320
"(47.8,56]",28.1,270,164,255,78,390,280,346
"(56,59.2]",23.03,185,114,166,78,282,201,227
"(59.2,61.6]",20.44,111,105,55,78,188,181,67
"(61.6,66]",15.97,152,88,132,78,235,164,189
"(66,72.1]",13.82,218,69,203,78,320,137,286
"(72.1,83.6]",11.63,240,108,224,78,345,189,308
"(83.6,86.3]",7.246,151,112,118,78,240,192,170
"(86.3,89.8]",5.333,103,75,67,78,182,150,103
"(89.8,93.9]",3.6,137,87,112,78,214,159,160
"(93.9,100]",2.58,180,91,173,78,255,159,238
"(100,113]",1.8,92,68,88,78,143,118,127
"(113,125]",0.781,38,28,35,78,75,61,62
"(125,129]",0.126,24,17,15,78,43,38,20
"(129,133]",0.0117,16,11,12,78,33,27,26
"(133,140]",0.0082,31,8,29,78,42,16,40
"(140,155]",0.0042,2,2,2,78,2,2,2
"(0.0042,0.0082]",139.8,11,6,6,79,15,5,11
"(0.0082,0.0117]",132.9,17,10,8,79,18,14,4
"(0.0117,0.126]",129.4,50,17,48,79,62,18,59
"(0.126,0.781]",125,52,42,36,79,73,55,48
"(0.781,1.8]",113,54,47,26,79,77,64,41
"(1.8,2.58]",100.5,64,54,31,79,89,75,45
"(2.58,3.6]",93.9,114,59,98,79,158,86,135
"(3.6,5.33]",89.8,143,102,123,79,203,148,169
"(5.33,7.25]",86.3,166,120,119,79,237,179,170
"(7.25,11.6]",83.6,188,143,145,79,270,211,209
"(11.6,13.8]",72.1,198,156,145,79,304,235,222
"(13.8,16]",66,222,178,161,79,326,279,236
"(16,20.4]",61.6,230,190,186,79,342,289,280
"(20.4,23]",59.2,193,176,138,79,290,272,209
"(23,28.1]",56,172,139,121,79,268,230,168
"(28.1,33.9]",47.8,158,122,104,79,254,209,155
"(33.9,37.8]",41.2,209,102,178,79,335,197,279
"(37.8,41.2]",37.8,238,147,188,79,363,267,271
"(41.2,47.8]",33.9,247,187,212,79,382,305,319
"(47.8,56]",28.1,270,169,256,79,386,273,342
"(56,59.2]",23.03,182,111,165,79,281,202,227
"(59.2,61.6]",20.44,110,102,54,79,192,185,70
"(61.6,66]",15.97,148,84,128,79,234,163,186
"(66,72.1]",13.82,221,71,206,79,319,137,285
"(72.1,83.6]",11.63,240,108,224,79,342,189,305
"(83.6,86.3]",7.246,155,115,120,79,239,187,168
"(86.3,89.8]",5.333,102,75,66,79,183,151,105
"(89.8,93.9]",3.6,138,87,113,79,215,160,159
"(93.9,100]",2.58,180,92,173,79,254,159,237
"(100,113]",1.8,92,68,88,79,143,118,127
"(113,125]",0.781,37,28,34,79,71,61,57
"(125,129]",0.126,22,14,13,79,46,37,25
"(129,133]",0.0117,18,11,14,79,33,27,25
"(133,140]",0.0082,29,8,27,79,44,18,42
"(140,155]",0.0042,2,2,2,79,2,2,2
"(0.0042,0.0082]",139.8,14,9,5,80,12,6,6
"(0.0082,0.0117]",132.9,17,14,4,80,18,12,7
"(0.0117,0.126]",129.4,51,17,48,80,60,18,57
"(0.126,0.781]",125,52,43,33,80,73,53,53
"(0.781,1.8]",113,56,47,29,80,75,63,39
"(1.8,2.58]",100.5,64,55,31,80,89,75,43
"(2.58,3.6]",93.9,115,60,97,80,156,85,133
"(3.6,5.33]",89.8,146,104,125,80,202,143,173
"(5.33,7.25]",86.3,164,123,123,80,223,180,152
"(7.25,11.6]",83.6,191,143,147,80,267,201,214
"(11.6,13.8]",72.1,207,154,154,80,286,231,210
"(13.8,16]",66,217,184,165,80,327,262,242
"(16,20.4]",61.6,232,188,187,80,337,281,274
"(20.4,23]",59.2,190,178,134,80,291,275,205
"(23,28.1]",56,176,138,128,80,271,230,171
"(28.1,33.9]",47.8,154,121,100,80,256,213,160
"(33.9,37.8]",41.2,211,103,181,80,326,197,271
"(37.8,41.2]",37.8,237,147,186,80,362,260,275
"(41.2,47.8]",33.9,240,184,206,80,378,298,311
"(47.8,56]",28.1,270,165,256,80,388,277,344
"(56,59.2]",23.03,185,111,164,80,283,201,234
"(59.2,61.6]",20.44,112,104,56,80,193,184,73
"(61.6,66]",15.97,145,86,123,80,236,166,187
"(66,72.1]",13.82,220,69,205,80,316,136,282
"(72.1,83.6]",11.63,238,108,222,80,345,189,308
"(83.6,86.3]",7.246,152,111,116,80,240,192,170
"(86.3,89.8]",5.333,106,77,69,80,181,148,102
"(89.8,93.9]",3.6,136,88,112,80,215,162,159
"(93.9,100]",2.58,181,91,174,80,255,158,238
"(100,113]",1.8,92,68,88,80,143,118,127
"(113,125]",0.781,39,28,36,80,74,61,58
"(125,129]",0.126,24,18,15,80,42,36,23
"(129,133]",0.0117,17,11,13,80,34,27,26
"(133,140]",0.0082,29,7,27,80,42,17,40
"(140,155]",0.0042,2,2,2,80,2,2,2
"(0.0042,0.0082]",139.8,13,11,3,81,11,5,6
"(0.0082,0.0117]",132.9,18,13,6,81,18,11,7
"(0.0117,0.126]",129.4,49,17,46,81,62,18,59
"(0.126,0.781]",125,50,42,31,81,75,55,55
"(0.781,1.8]",113,59,45,35,81,80,65,46
"(1.8,2.58]",100.5,65,57,31,81,90,79,39
"(2.58,3.6]",93.9,113,61,95,81,157,87,133
"(3.6,5.33]",89.8,150,103,128,81,203,144,173
"(5.33,7.25]",86.3,157,126,110,81,227,181,163
"(7.25,11.6]",83.6,190,137,150,81,276,207,210
"(11.6,13.8]",72.1,203,154,147,81,291,236,208
"(13.8,16]",66,217,179,158,81,324,265,237
"(16,20.4]",61.6,238,191,192,81,338,284,278
"(20.4,23]",59.2,192,182,139,81,292,276,205
"(23,28.1]",56,173,138,122,81,271,228,172
"(28.1,33.9]",47.8,157,122,102,81,254,213,160
"(33.9,37.8]",41.2,203,102,174,81,328,197,271
"(37.8,41.2]",37.8,232,142,179,81,361,261,265
"(41.2,47.8]",33.9,250,183,214,81,386,305,321
"(47.8,56]",28.1,269,168,254,81,386,275,343
"(56,59.2]",23.03,182,110,165,81,279,199,227
"(59.2,61.6]",20.44,107,102,55,81,196,187,73
"(61.6,66]",15.97,153,84,132,81,238,167,191
"(66,72.1]",13.82,220,73,205,81,315,133,281
"(72.1,83.6]",11.63,238,108,222,81,345,190,308
"(83.6,86.3]",7.246,151,110,117,81,239,192,168
"(86.3,89.8]",5.333,105,75,70,81,184,151,105
"(89.8,93.9]",3.6,138,89,113,81,215,159,159
"(93.9,100]",2.58,181,93,174,81,255,160,238
"(100,113]",1.8,92,68,88,81,143,118,127
"(113,125]",0.781,36,28,33,81,74,61,59
"(125,129]",0.126,25,16,18,81,42,36,20
"(129,133]",0.0117,15,11,11,81,33,27,26
"(133,140]",0.0082,30,6,28,81,44,18,42
"(140,155]",0.0042,2,2,2,81,2,2,2
"(0.0042,0.0082]",139.8,14,7,8,82,12,6,6
"(0.0082,0.0117]",132.9,18,14,4,82,18,11,8
"(0.0117,0.126]",129.4,50,17,47,82,61,18,57
"(0.126,0.781]",125,52,43,36,82,71,54,50
"(0.781,1.8]",113,56,46,30,82,81,63,47
"(1.8,2.58]",100.5,66,56,35,82,91,79,45
"(2.58,3.6]",93.9,113,61,96,82,159,87,136
"(3.6,5.33]",89.8,147,102,127,82,204,148,172
"(5.33,7.25]",86.3,154,124,111,82,229,181,162
"(7.25,11.6]",83.6,185,133,146,82,270,204,210
"(11.6,13.8]",72.1,198,153,148,82,298,234,217
"(13.8,16]",66,227,179,169,82,330,278,242
"(16,20.4]",61.6,230,190,184,82,345,288,282
"(20.4,23]",59.2,202,188,146,82,292,278,207
"(23,28.1]",56,171,136,120,82,273,228,177
"(28.1,33.9]",47.8,156,120,102,82,257,217,159
"(33.9,37.8]",41.2,206,103,174,82,334,199,277
"(37.8,41.2]",37.8,227,141,179,82,361,265,261
"(41.2,47.8]",33.9,249,182,213,82,383,306,315
"(47.8,56]",28.1,270,167,256,82,389,275,346
"(56,59.2]",23.03,186,111,166,82,275,201,219
"(59.2,61.6]",20.44,111,105,59,82,197,183,79
"(61.6,66]",15.97,145,84,125,82,238,167,189
"(66,72.1]",13.82,219,67,204,82,319,138,285
"(72.1,83.6]",11.63,239,109,223,82,345,189,307
"(83.6,86.3]",7.246,151,111,115,82,238,191,166
"(86.3,89.8]",5.333,107,77,74,82,183,151,106
"(89.8,93.9]",3.6,138,89,113,82,216,159,160
"(93.9,100]",2.58,181,93,174,82,254,159,237
"(100,113]",1.8,92,68,88,82,143,118,127
"(113,125]",0.781,38,28,35,82,72,61,57
"(125,129]",0.126,25,18,18,82,45,37,24
"(129,133]",0.0117,15,11,11,82,32,27,25
"(133,140]",0.0082,31,7,29,82,44,17,42
"(140,155]",0.0042,2,2,2,82,2,2,2
"(0.0042,0.0082]",139.8,13,7,7,83,13,8,6
"(0.0082,0.0117]",132.9,18,13,5,83,18,12,6
"(0.0117,0.126]",129.4,49,17,45,83,61,18,58
"(0.126,0.781]",125,57,43,42,83,72,54,51
"(0.781,1.8]",113,57,50,25,83,84,64,46
"(1.8,2.58]",100.5,65,57,31,83,92,82,40
"(2.58,3.6]",93.9,112,60,95,83,152,88,128
"(3.6,5.33]",89.8,147,101,125,83,204,142,172
"(5.33,7.25]",86.3,162,124,114,83,227,180,162
"(7.25,11.6]",83.6,188,142,150,83,274,205,214
"(11.6,13.8]",72.1,197,153,147,83,293,236,209
"(13.8,16]",66,228,179,172,83,328,268,241
"(16,20.4]",61.6,233,190,194,83,341,286,279
"(20.4,23]",59.2,190,180,132,83,294,280,214
"(23,28.1]",56,174,136,121,83,270,229,172
"(28.1,33.9]",47.8,159,124,102,83,257,215,159
"(33.9,37.8]",41.2,207,105,174,83,330,196,272
"(37.8,41.2]",37.8,236,149,190,83,359,265,265
"(41.2,47.8]",33.9,242,180,202,83,383,300,316
"(47.8,56]",28.1,271,165,257,83,386,273,343
"(56,59.2]",23.03,186,112,169,83,283,200,229
"(59.2,61.6]",20.44,114,108,57,83,194,190,70
"(61.6,66]",15.97,154,90,134,83,240,170,193
"(66,72.1]",13.82,222,73,207,83,319,136,285
"(72.1,83.6]",11.63,240,109,224,83,343,189,306
"(83.6,86.3]",7.246,153,113,119,83,241,192,171
"(86.3,89.8]",5.333,106,78,70,83,186,151,108
"(89.8,93.9]",3.6,137,88,112,83,215,161,159
"(93.9,100]",2.58,181,92,174,83,254,159,237
"(100,113]",1.8,92,68,88,83,143,118,127
"(113,125]",0.781,42,28,39,83,71,61,54
"(125,129]",0.126,20,17,12,83,47,38,25
"(129,133]",0.0117,16,11,12,83,33,27,25
"(133,140]",0.0082,30,7,28,83,43,17,41
"(140,155]",0.0042,2,2,2,83,2,2,2
"(0.0042,0.0082]",139.8,13,7,6,84,14,8,6
"(0.0082,0.0117]",132.9,18,13,6,84,18,13,6
"(0.0117,0.126]",129.4,50,17,47,84,59,18,56
"(0.126,0.781]",125,49,42,30,84,72,51,55
"(0.781,1.8]",113,54,44,30,84,80,64,43
"(1.8,2.58]",100.5,63,53,31,84,92,79,43
"(2.58,3.6]",93.9,114,59,97,84,156,88,136
"(3.6,5.33]",89.8,149,103,127,84,206,145,172
"(5.33,7.25]",86.3,162,126,118,84,227,183,155
"(7.25,11.6]",83.6,182,135,142,84,276,207,216
"(11.6,13.8]",72.1,208,154,151,84,288,235,200
"(13.8,16]",66,226,187,165,84,329,267,250
"(16,20.4]",61.6,232,191,185,84,344,286,275
"(20.4,23]",59.2,193,183,138,84,293,281,200
"(23,28.1]",56,174,138,123,84,272,228,177
"(28.1,33.9]",47.8,158,122,103,84,254,215,156
"(33.9,37.8]",41.2,208,103,181,84,333,195,275
"(37.8,41.2]",37.8,232,146,175,84,352,266,255
"(41.2,47.8]",33.9,248,182,213,84,386,296,328
"(47.8,56]",28.1,265,164,250,84,387,277,343
"(56,59.2]",23.03,185,111,167,84,284,201,230
"(59.2,61.6]",20.44,111,104,58,84,190,182,76
"(61.6,66]",15.97,150,89,128,84,236,165,188
"(66,72.1]",13.82,218,67,203,84,315,136,281
"(72.1,83.6]",11.63,240,108,224,84,345,189,308
"(83.6,86.3]",7.246,153,114,119,84,237,190,163
"(86.3,89.8]",5.333,105,75,71,84,183,148,108
"(89.8,93.9]",3.6,138,90,113,84,214,161,157
"(93.9,100]",2.58,181,92,174,84,255,159,238
"(100,113]",1.8,92,68,88,84,143,118,127
"(113,125]",0.781,38,28,35,84,74,61,59
"(125,129]",0.126,24,17,18,84,44,38,23
"(129,133]",0.0117,16,11,12,84,35,27,27
"(133,140]",0.0082,30,7,28,84,42,18,40
"(140,155]",0.0042,2,2,2,84,2,2,2
"(0.0042,0.0082]",139.8,10,7,4,85,13,9,4
"(0.0082,0.0117]",132.9,18,10,8,85,18,12,6
"(0.0117,0.126]",129.4,50,17,47,85,61,18,58
"(0.126,0.781]",125,54,43,34,85,69,54,48
"(0.781,1.8]",113,56,48,29,85,80,61,45
"(1.8,2.58]",100.5,62,55,30,85,91,78,45
"(2.58,3.6]",93.9,115,58,100,85,151,87,129
"(3.6,5.33]",89.8,148,105,127,85,202,140,172
"(5.33,7.25]",86.3,166,124,121,85,222,179,158
"(7.25,11.6]",83.6,188,142,142,85,277,201,215
"(11.6,13.8]",72.1,202,155,151,85,294,236,208
"(13.8,16]",66,226,184,162,85,324,272,234
"(16,20.4]",61.6,231,192,190,85,340,283,277
"(20.4,23]",59.2,192,178,130,85,293,276,199
"(23,28.1]",56,173,139,121,85,272,230,171
"(28.1,33.9]",47.8,159,121,103,85,253,212,160
"(33.9,37.8]",41.2,206,105,175,85,328,197,274
"(37.8,41.2]",37.8,231,148,182,85,357,261,261
"(41.2,47.8]",33.9,251,181,215,85,383,298,318
"(47.8,56]",28.1,267,164,253,85,390,279,344
"(56,59.2]",23.03,185,110,167,85,282,201,229
"(59.2,61.6]",20.44,118,111,64,85,193,184,69
"(61.6,66]",15.97,150,89,128,85,236,166,187
"(66,72.1]",13.82,221,71,206,85,318,136,284
"(72.1,83.6]",11.63,238,108,221,85,343,190,305
"(83.6,86.3]",7.246,151,109,117,85,239,191,167
"(86.3,89.8]",5.333,102,76,67,85,183,148,107
"(89.8,93.9]",3.6,139,87,114,85,215,161,159
"(93.9,100]",2.58,180,92,173,85,255,159,238
"(100,113]",1.8,92,68,88,85,143,118,127
"(113,125]",0.781,38,28,35,85,74,61,59
"(125,129]",0.126,22,15,15,85,41,35,21
"(129,133]",0.0117,16,11,12,85,36,27,29
"(133,140]",0.0082,31,8,29,85,38,15,36
"(140,155]",0.0042,2,2,2,85,2,2,2
"(0.0042,0.0082]",139.8,16,8,8,86,14,10,4
"(0.0082,0.0117]",132.9,17,15,3,86,19,14,5
"(0.0117,0.126]",129.4,49,17,46,86,60,18,57
"(0.126,0.781]",125,55,43,35,86,70,52,51
"(0.781,1.8]",113,56,48,29,86,79,62,44
"(1.8,2.58]",100.5,63,55,32,86,89,78,39
"(2.58,3.6]",93.9,113,59,96,86,155,85,131
"(3.6,5.33]",89.8,148,101,126,86,202,143,171
"(5.33,7.25]",86.3,162,126,114,86,225,180,158
"(7.25,11.6]",83.6,185,138,145,86,271,201,211
"(11.6,13.8]",72.1,202,154,148,86,295,236,208
"(13.8,16]",66,227,181,171,86,325,270,242
"(16,20.4]",61.6,230,192,187,86,338,285,274
"(20.4,23]",59.2,196,183,140,86,293,274,211
"(23,28.1]",56,175,138,122,86,274,229,181
"(28.1,33.9]",47.8,157,125,99,86,251,211,156
"(33.9,37.8]",41.2,206,102,175,86,332,198,276
"(37.8,41.2]",37.8,238,146,195,86,359,264,269
"(41.2,47.8]",33.9,245,183,209,86,383,302,319
"(47.8,56]",28.1,272,170,257,86,388,277,342
"(56,59.2]",23.03,187,111,169,86,279,199,227
"(59.2,61.6]",20.44,112,108,58,86,192,183,71
"(61.6,66]",15.97,153,87,131,86,240,166,194
"(66,72.1]",13.82,220,73,205,86,317,138,283
"(72.1,83.6]",11.63,239,108,223,86,343,189,306
"(83.6,86.3]",7.246,154,113,119,86,237,188,165
"(86.3,89.8]",5.333,104,77,70,86,186,152,107
