0.0,0.0042,0.0082,0.0117,0.126,0.781,1.8,2.58,3.6,5.333,7.246,11.63,13.82,15.97,20.44,23.03,28.1,33.9,37.8,41.2,47.8,56.0,59.2,61.6,66.0,72.1,83.6,86.3,89.8,93.9,100.5,113.0,125.0,129.4,132.9,139.8,145.0
685.68365,685.68365,637.3174,432.54837,285.73633,202.00807,165.65477,218.451,303.65866,459.94174,445.06653,438.32748,293.80597,372.5909,239.26521,207.44543,231.91243,231.01115,251.97264,453.99176,616.2304,986.00055,603.6497,344.48816,358.88626,482.65167,397.49017,442.70056,276.27386,292.6596,343.90955,117.25174,80.58109,59.682632,30.078575,9.537841,2.538919
675.73846,675.73846,632.0411,427.34946,285.00607,200.23222,158.28043,199.83879,304.94794,528.223,514.3498,500.67722,338.9457,377.33032,267.71576,201.25655,257.59253,223.78662,396.14316,336.38083,630.6613,1066.1775,636.63043,362.67746,412.98224,534.81335,449.61203,335.0615,223.95024,292.2286,320.89664,113.61488,81.09476,60.21952,29.114029,6.2236032,2.2196324
687.6997,687.6997,634.96075,427.8862,287.18146,197.59572,148.11592,199.01955,340.24515,420.20792,461.8414,536.3511,366.0981,371.6478,259.89832,203.9999,244.75706,226.52647,354.22308,354.07153,579.32196,1073.8805,654.6544,450.95023,365.23788,538.46936,470.46826,376.59192,274.3869,356.96118,352.39508,122.13955,87.28614,64.64433,32.652714,10.0849,2.662835
675.914,675.914,637.3977,434.41962,289.60535,218.0812,150.39377,195.01674,226.19688,429.17715,508.19836,506.26083,292.9845,386.09354,226.39697,200.25496,237.34317,197.79715,265.3397,328.92343,547.9623,950.78015,539.2854,309.21338,398.23743,515.4864,408.096,431.90717,303.4802,451.63437,291.55685,116.389854,85.48557,60.518215,17.042645,8.963366,2.4349065
682.76556,682.76556,628.7846,424.66907,286.58762,202.50742,179.98132,218.79544,255.4863,338.66168,474.6464,427.9909,363.01212,331.05457,302.82016,205.51918,242.13121,226.13115,256.46527,379.25467,520.41016,1048.2917,619.37555,409.1355,378.60916,480.2355,434.22406,336.99432,253.25465,307.49576,331.3343,114.70996,79.15809,39.59698,21.317396,9.44665,2.5425117
694.9339,694.9339,641.28375,435.80267,293.9442,207.43114,171.55167,215.66246,283.28973,379.72473,431.15393,577.8073,404.04486,334.90338,256.464,231.74391,260.08127,232.06165,296.3957,302.4022,576.6247,1017.45166,562.23706,314.287,396.14294,543.87463,422.22522,400.98648,268.38147,347.25977,333.0943,114.977425,79.73821,61.574017,31.06211,9.855775,2.632068
707.60297,707.60297,650.85004,449.1462,303.41803,209.09541,145.30165,198.47647,323.20822,449.83594,521.4363,629.83685,433.90543,272.45468,322.956,245.9156,271.70322,260.27206,364.5827,340.6279,536.18555,1087.7728,637.1424,387.4959,477.75583,595.9198,504.16013,425.1173,289.86334,317.68393,343.28235,127.36386,91.62302,62.354202,32.048103,9.842136,2.6280396
688.0121,688.0121,630.8011,424.65347,278.57504,188.10751,146.02597,185.54507,263.05896,436.248,520.5912,549.10443,425.69333,266.698,278.1762,205.60745,259.42154,233.1256,338.08136,369.2886,549.60236,1077.8776,623.6184,353.77737,483.91837,547.4682,437.1626,404.37952,269.60532,386.07065,336.20566,124.43157,79.19353,33.53027,18.850834,7.802109,2.4617589
687.88165,687.88165,633.15436,428.63245,285.43433,200.23145,175.32047,215.26138,274.2241,462.20944,490.95636,509.4306,354.1506,300.81177,266.08728,204.76024,248.68027,235.32039,308.042,454.92587,551.8988,1050.0945,618.45715,365.4234,408.2749,530.15405,404.78275,393.38113,227.12233,305.18756,333.51883,114.529564,80.497345,56.569874,26.329117,10.594623,2.6624002
