stg,mid_age,run,metric,diversity
94,1.30085,18,genusBC,6.19
94,1.30085,18,genusSIB,15.22
70,140.4,19,speciesRT,NA
70,140.4,19,speciesBC,NA
70,140.4,19,speciesSIB,NA
70,140.4,19,genusRT,21.5
70,140.4,19,genusBC,0.2
70,140.4,19,genusSIB,21.3
71,135.15,19,speciesRT,1.14
71,135.15,19,speciesBC,0.14
71,135.15,19,speciesSIB,1
71,135.15,19,genusRT,6.07
71,135.15,19,genusBC,5.54
71,135.15,19,genusSIB,1
72,129.55,19,speciesRT,6.01
72,129.55,19,speciesBC,0.69
72,129.55,19,speciesSIB,5.66
72,129.55,19,genusRT,13.53
72,129.55,19,genusBC,5.57
72,129.55,19,genusSIB,9.71
73,123.95,19,speciesRT,2.78
73,123.95,19,speciesBC,1.99
73,123.95,19,speciesSIB,1
73,123.95,19,genusRT,8.43
73,123.95,19,genusBC,7.79
73,123.95,19,genusSIB,1
74,117.3,19,speciesRT,8.35
74,117.3,19,speciesBC,2.09
74,117.3,19,speciesSIB,7.22
74,117.3,19,genusRT,18.31
74,117.3,19,genusBC,7.96
74,117.3,19,genusSIB,12.79
75,106.85,19,speciesRT,12.51
75,106.85,19,speciesBC,2.96
75,106.85,19,speciesSIB,11.26
75,106.85,19,genusRT,22.74
75,106.85,19,genusBC,10.64
75,106.85,19,genusSIB,15.41
76,97.2,19,speciesRT,18.68
76,97.2,19,speciesBC,3.4
76,97.2,19,speciesSIB,17.41
76,97.2,19,genusRT,32.08
76,97.2,19,genusBC,11.44
76,97.2,19,genusSIB,24.36
77,91.645,19,speciesRT,14.1
77,91.645,19,speciesBC,5.04
77,91.645,19,speciesSIB,12.02
77,91.645,19,genusRT,29.71
77,91.645,19,genusBC,15
77,91.645,19,genusSIB,20.32
78,87.545,19,speciesRT,25.13
78,87.545,19,speciesBC,5.7
78,87.545,19,speciesSIB,23.01
78,87.545,19,genusRT,41.72
78,87.545,19,genusBC,15.99
78,87.545,19,genusSIB,32.7
79,84.675,19,speciesRT,7.28
79,84.675,19,speciesBC,7.28
79,84.675,19,speciesSIB,0
79,84.675,19,genusRT,18.48
79,84.675,19,genusBC,18.48
79,84.675,19,genusSIB,0
80,77.91,19,speciesRT,23.11
80,77.91,19,speciesBC,7.28
80,77.91,19,speciesSIB,20.35
80,77.91,19,genusRT,40.81
80,77.91,19,genusBC,18.48
80,77.91,19,genusSIB,31.44
81,69.105,19,speciesRT,23.11
81,69.105,19,speciesBC,6.92
81,69.105,19,speciesSIB,21.38
81,69.105,19,genusRT,39.21
81,69.105,19,genusBC,17.46
81,69.105,19,genusSIB,31.5
82,63.85,19,speciesRT,25.02
82,63.85,19,speciesBC,3.05
82,63.85,19,speciesSIB,24.43
82,63.85,19,genusRT,42.12
82,63.85,19,genusBC,12.83
82,63.85,19,genusSIB,36.22
83,58.83,19,speciesRT,22.17
83,58.83,19,speciesBC,5.53
83,58.83,19,speciesSIB,19.58
83,58.83,19,genusRT,37.51
83,58.83,19,genusBC,16.22
83,58.83,19,genusSIB,27
84,52.035,19,speciesRT,30.15
84,52.035,19,speciesBC,8.03
84,52.035,19,speciesSIB,26.95
84,52.035,19,genusRT,46.83
84,52.035,19,genusBC,19.93
84,52.035,19,genusSIB,35.52
85,44.55,19,speciesRT,29.48
85,44.55,19,speciesBC,10.26
85,44.55,19,speciesSIB,26.72
85,44.55,19,genusRT,52.45
85,44.55,19,genusBC,22.76
85,44.55,19,genusSIB,42.36
86,39.37,19,speciesRT,8.37
86,39.37,19,speciesBC,7.74
86,39.37,19,speciesSIB,1
86,39.37,19,genusRT,21.39
86,39.37,19,genusBC,20.78
86,39.37,19,genusSIB,1
87,35.805,19,speciesRT,20.43
87,35.805,19,speciesBC,7.67
87,35.805,19,speciesSIB,18.35
87,35.805,19,genusRT,38
87,35.805,19,genusBC,20.75
87,35.805,19,genusSIB,28.8
88,30.595,19,speciesRT,11.92
88,30.595,19,speciesBC,3.86
88,30.595,19,speciesSIB,9.29
88,30.595,19,genusRT,26.19
88,30.595,19,genusBC,14.95
88,30.595,19,genusSIB,15.39
89,25.165,19,speciesRT,6.19
89,25.165,19,speciesBC,5.18
89,25.165,19,speciesSIB,1.24
89,25.165,19,genusRT,17.34
89,25.165,19,genusBC,16.32
89,25.165,19,genusSIB,1.19
90,19.515,19,speciesRT,17.06
90,19.515,19,speciesBC,5.27
90,19.515,19,speciesSIB,14.42
90,19.515,19,genusRT,34.21
90,19.515,19,genusBC,16.43
90,19.515,19,genusSIB,24.27
91,13.81,19,speciesRT,16.28
91,13.81,19,speciesBC,8.02
91,13.81,19,speciesSIB,12.24
91,13.81,19,genusRT,30.05
91,13.81,19,genusBC,19.19
91,13.81,19,genusSIB,19.47
92,8.48,19,speciesRT,16.55
92,8.48,19,speciesBC,7.67
92,8.48,19,speciesSIB,13.41
92,8.48,19,genusRT,28.38
92,8.48,19,genusBC,17.1
92,8.48,19,genusSIB,21.67
93,3.96,19,speciesRT,11.75
93,3.96,19,speciesBC,6.33
93,3.96,19,speciesSIB,9.65
93,3.96,19,genusRT,17.92
93,3.96,19,genusBC,12.43
93,3.96,19,genusSIB,13.19
94,1.30085,19,speciesRT,11.59
94,1.30085,19,speciesBC,3.64
94,1.30085,19,speciesSIB,11.59
94,1.30085,19,genusRT,15.51
94,1.30085,19,genusBC,6.75
94,1.30085,19,genusSIB,15.51
70,140.4,20,speciesRT,NA
70,140.4,20,speciesBC,NA
70,140.4,20,speciesSIB,NA
70,140.4,20,genusRT,21.79
70,140.4,20,genusBC,0.25
70,140.4,20,genusSIB,21.54
71,135.15,20,speciesRT,1.13
71,135.15,20,speciesBC,0.13
71,135.15,20,speciesSIB,1
71,135.15,20,genusRT,6.18
71,135.15,20,genusBC,5.63
71,135.15,20,genusSIB,1
72,129.55,20,speciesRT,5.81
72,129.55,20,speciesBC,0.56
72,129.55,20,speciesSIB,5.62
72,129.55,20,genusRT,13.33
72,129.55,20,genusBC,5.62
72,129.55,20,genusSIB,9.45
73,123.95,20,speciesRT,2.53
73,123.95,20,speciesBC,1.79
73,123.95,20,speciesSIB,1
73,123.95,20,genusRT,8.43
73,123.95,20,genusBC,7.82
73,123.95,20,genusSIB,1
74,117.3,20,speciesRT,8
74,117.3,20,speciesBC,1.81
74,117.3,20,speciesSIB,6.9
74,117.3,20,genusRT,17.76
74,117.3,20,genusBC,7.85
74,117.3,20,genusSIB,12.59
75,106.85,20,speciesRT,12.23
75,106.85,20,speciesBC,2.86
75,106.85,20,speciesSIB,11.19
75,106.85,20,genusRT,22.86
75,106.85,20,genusBC,10.47
75,106.85,20,genusSIB,15.82
76,97.2,20,speciesRT,18.8
76,97.2,20,speciesBC,3.34
76,97.2,20,speciesSIB,17.39
76,97.2,20,genusRT,32.27
76,97.2,20,genusBC,11.11
76,97.2,20,genusSIB,24.92
77,91.645,20,speciesRT,15.05
77,91.645,20,speciesBC,5.18
77,91.645,20,speciesSIB,12.87
77,91.645,20,genusRT,29.66
77,91.645,20,genusBC,14.77
77,91.645,20,genusSIB,20.32
78,87.545,20,speciesRT,24.34
78,87.545,20,speciesBC,5.96
78,87.545,20,speciesSIB,22.16
78,87.545,20,genusRT,42.11
78,87.545,20,genusBC,16.15
78,87.545,20,genusSIB,32.58
79,84.675,20,speciesRT,7.42
79,84.675,20,speciesBC,7.42
79,84.675,20,speciesSIB,0
79,84.675,20,genusRT,18.54
79,84.675,20,genusBC,18.54
79,84.675,20,genusSIB,0
80,77.91,20,speciesRT,22.78
80,77.91,20,speciesBC,7.42
80,77.91,20,speciesSIB,20.18
80,77.91,20,genusRT,40.59
80,77.91,20,genusBC,18.54
80,77.91,20,genusSIB,30.84
81,69.105,20,speciesRT,23
81,69.105,20,speciesBC,6.84
81,69.105,20,speciesSIB,21.45
81,69.105,20,genusRT,39.82
81,69.105,20,genusBC,17.74
81,69.105,20,genusSIB,31.82
82,63.85,20,speciesRT,25.29
82,63.85,20,speciesBC,2.71
82,63.85,20,speciesSIB,24.78
82,63.85,20,genusRT,42.8
82,63.85,20,genusBC,12.81
82,63.85,20,genusSIB,36.56
83,58.83,20,speciesRT,22.08
83,58.83,20,speciesBC,6
83,58.83,20,speciesSIB,19.52
83,58.83,20,genusRT,37.92
83,58.83,20,genusBC,16.44
83,58.83,20,genusSIB,27.3
84,52.035,20,speciesRT,29.49
84,52.035,20,speciesBC,7.89
84,52.035,20,speciesSIB,26.41
84,52.035,20,genusRT,48.26
84,52.035,20,genusBC,19.88
84,52.035,20,genusSIB,37.1
85,44.55,20,speciesRT,30.44
85,44.55,20,speciesBC,10.03
85,44.55,20,speciesSIB,27.77
85,44.55,20,genusRT,51.65
85,44.55,20,genusBC,22.99
85,44.55,20,genusSIB,42.04
86,39.37,20,speciesRT,8.13
86,39.37,20,speciesBC,7.47
86,39.37,20,speciesSIB,1
86,39.37,20,genusRT,21.28
86,39.37,20,genusBC,20.64
86,39.37,20,genusSIB,1
87,35.805,20,speciesRT,20.29
87,35.805,20,speciesBC,7.47
87,35.805,20,speciesSIB,17.99
87,35.805,20,genusRT,38.38
87,35.805,20,genusBC,20.72
87,35.805,20,genusSIB,28.8
88,30.595,20,speciesRT,12.74
88,30.595,20,speciesBC,4.36
88,30.595,20,speciesSIB,9.62
88,30.595,20,genusRT,26.7
88,30.595,20,genusBC,15.65
88,30.595,20,genusSIB,15.14
89,25.165,20,speciesRT,6.85
89,25.165,20,speciesBC,5.86
89,25.165,20,speciesSIB,1.25
89,25.165,20,genusRT,17.74
89,25.165,20,genusBC,16.71
89,25.165,20,genusSIB,1.23
90,19.515,20,speciesRT,17.86
90,19.515,20,speciesBC,5.94
90,19.515,20,speciesSIB,14.86
90,19.515,20,genusRT,33.47
90,19.515,20,genusBC,16.79
90,19.515,20,genusSIB,23.61
91,13.81,20,speciesRT,16.03
91,13.81,20,speciesBC,8.53
91,13.81,20,speciesSIB,11.88
91,13.81,20,genusRT,30.32
91,13.81,20,genusBC,19.2
91,13.81,20,genusSIB,19.87
92,8.48,20,speciesRT,16.7
92,8.48,20,speciesBC,7.8
92,8.48,20,speciesSIB,13.49
92,8.48,20,genusRT,27.26
92,8.48,20,genusBC,16.56
92,8.48,20,genusSIB,20.71
93,3.96,20,speciesRT,11.43
93,3.96,20,speciesBC,6.47
93,3.96,20,speciesSIB,9.17
93,3.96,20,genusRT,17.29
93,3.96,20,genusBC,11.71
93,3.96,20,genusSIB,13.09
94,1.30085,20,speciesRT,11.42
94,1.30085,20,speciesBC,3.78
94,1.30085,20,speciesSIB,11.42
94,1.30085,20,genusRT,14.95
94,1.30085,20,genusBC,6.35
94,1.30085,20,genusSIB,14.95
70,140.4,21,speciesRT,NA
70,140.4,21,speciesBC,NA
70,140.4,21,speciesSIB,NA
70,140.4,21,genusRT,21.43
70,140.4,21,genusBC,0.16
70,140.4,21,genusSIB,21.27
71,135.15,21,speciesRT,1.23
71,135.15,21,speciesBC,0.23
71,135.15,21,speciesSIB,1
71,135.15,21,genusRT,6
71,135.15,21,genusBC,5.4
71,135.15,21,genusSIB,1
72,129.55,21,speciesRT,6.19
72,129.55,21,speciesBC,0.67
72,129.55,21,speciesSIB,5.86
72,129.55,21,genusRT,13.23
72,129.55,21,genusBC,5.42
72,129.55,21,genusSIB,9.49
73,123.95,21,speciesRT,2.84
73,123.95,21,speciesBC,2.14
73,123.95,21,speciesSIB,1
73,123.95,21,genusRT,8.66
73,123.95,21,genusBC,8.06
73,123.95,21,genusSIB,1
74,117.3,21,speciesRT,8.33
74,117.3,21,speciesBC,2.18
74,117.3,21,speciesSIB,7.11
74,117.3,21,genusRT,18.23
74,117.3,21,genusBC,8.08
74,117.3,21,genusSIB,12.61
75,106.85,21,speciesRT,12.26
75,106.85,21,speciesBC,3.09
75,106.85,21,speciesSIB,10.88
75,106.85,21,genusRT,22.49
75,106.85,21,genusBC,10.81
75,106.85,21,genusSIB,15.09
76,97.2,21,speciesRT,17.97
76,97.2,21,speciesBC,3.55
76,97.2,21,speciesSIB,16.58
76,97.2,21,genusRT,32.98
76,97.2,21,genusBC,11.45
76,97.2,21,genusSIB,25.25
77,91.645,21,speciesRT,14.85
77,91.645,21,speciesBC,5.16
77,91.645,21,speciesSIB,12.55
77,91.645,21,genusRT,29.25
77,91.645,21,genusBC,14.92
77,91.645,21,genusSIB,19.71
78,87.545,21,speciesRT,25.64
78,87.545,21,speciesBC,5.78
78,87.545,21,speciesSIB,23.64
78,87.545,21,genusRT,41.83
78,87.545,21,genusBC,16.23
78,87.545,21,genusSIB,32.3
79,84.675,21,speciesRT,7.07
79,84.675,21,speciesBC,7.07
79,84.675,21,speciesSIB,0
79,84.675,21,genusRT,18.65
79,84.675,21,genusBC,18.65
79,84.675,21,genusSIB,0
80,77.91,21,speciesRT,22.85
80,77.91,21,speciesBC,7.07
80,77.91,21,speciesSIB,20.11
80,77.91,21,genusRT,41.99
80,77.91,21,genusBC,18.65
80,77.91,21,genusSIB,32.2
81,69.105,21,speciesRT,23.21
81,69.105,21,speciesBC,7.2
81,69.105,21,speciesSIB,21.52
81,69.105,21,genusRT,39.55
81,69.105,21,genusBC,17.97
81,69.105,21,genusSIB,31.68
82,63.85,21,speciesRT,25.11
82,63.85,21,speciesBC,2.94
82,63.85,21,speciesSIB,24.55
82,63.85,21,genusRT,43.39
82,63.85,21,genusBC,12.89
82,63.85,21,genusSIB,37.15
83,58.83,21,speciesRT,22.61
83,58.83,21,speciesBC,5.91
83,58.83,21,speciesSIB,19.85
83,58.83,21,genusRT,37.2
83,58.83,21,genusBC,16.93
83,58.83,21,genusSIB,26.1
84,52.035,21,speciesRT,30.58
84,52.035,21,speciesBC,8.1
84,52.035,21,speciesSIB,27.24
84,52.035,21,genusRT,46.6
84,52.035,21,genusBC,19.74
84,52.035,21,genusSIB,35.25
85,44.55,21,speciesRT,30.72
85,44.55,21,speciesBC,10.47
85,44.55,21,speciesSIB,27.49
85,44.55,21,genusRT,53.12
85,44.55,21,genusBC,23.07
85,44.55,21,genusSIB,42.98
86,39.37,21,speciesRT,8.86
86,39.37,21,speciesBC,8.19
86,39.37,21,speciesSIB,1
86,39.37,21,genusRT,21.68
86,39.37,21,genusBC,21
86,39.37,21,genusSIB,1
87,35.805,21,speciesRT,20.36
87,35.805,21,speciesBC,8.17
87,35.805,21,speciesSIB,17.81
87,35.805,21,genusRT,38.73
87,35.805,21,genusBC,21.12
87,35.805,21,genusSIB,29.34
88,30.595,21,speciesRT,12.18
88,30.595,21,speciesBC,4.28
88,30.595,21,speciesSIB,9.34
88,30.595,21,genusRT,26.33
88,30.595,21,genusBC,15.26
88,30.595,21,genusSIB,15.36
89,25.165,21,speciesRT,6.52
89,25.165,21,speciesBC,5.45
89,25.165,21,speciesSIB,1.26
89,25.165,21,genusRT,17.3
89,25.165,21,genusBC,16.31
89,25.165,21,genusSIB,1.19
90,19.515,21,speciesRT,16.79
90,19.515,21,speciesBC,5.57
90,19.515,21,speciesSIB,14.02
90,19.515,21,genusRT,33.64
90,19.515,21,genusBC,16.42
90,19.515,21,genusSIB,24.23
91,13.81,21,speciesRT,15.64
91,13.81,21,speciesBC,7.87
91,13.81,21,speciesSIB,11.75
91,13.81,21,genusRT,29.04
91,13.81,21,genusBC,18.57
91,13.81,21,genusSIB,19.18
92,8.48,21,speciesRT,16.64
92,8.48,21,speciesBC,7.62
92,8.48,21,speciesSIB,13.68
92,8.48,21,genusRT,27.27
92,8.48,21,genusBC,16
92,8.48,21,genusSIB,21.33
93,3.96,21,speciesRT,11.15
93,3.96,21,speciesBC,6.02
93,3.96,21,speciesSIB,9.21
93,3.96,21,genusRT,17.78
93,3.96,21,genusBC,11.88
93,3.96,21,genusSIB,13.38
94,1.30085,21,speciesRT,11.61
94,1.30085,21,speciesBC,3.45
94,1.30085,21,speciesSIB,11.61
94,1.30085,21,genusRT,15.34
94,1.30085,21,genusBC,6.59
94,1.30085,21,genusSIB,15.34
70,140.4,22,speciesRT,NA
70,140.4,22,speciesBC,NA
70,140.4,22,speciesSIB,NA
70,140.4,22,genusRT,21.68
70,140.4,22,genusBC,0.25
70,140.4,22,genusSIB,21.43
71,135.15,22,speciesRT,1.31
71,135.15,22,speciesBC,0.31
71,135.15,22,speciesSIB,1
71,135.15,22,genusRT,6.01
71,135.15,22,genusBC,5.51
71,135.15,22,genusSIB,1
72,129.55,22,speciesRT,6.05
72,129.55,22,speciesBC,0.74
72,129.55,22,speciesSIB,5.73
72,129.55,22,genusRT,13.32
72,129.55,22,genusBC,5.48
72,129.55,22,genusSIB,9.58
73,123.95,22,speciesRT,2.74
73,123.95,22,speciesBC,1.95
73,123.95,22,speciesSIB,1
73,123.95,22,genusRT,8.35
73,123.95,22,genusBC,7.74
73,123.95,22,genusSIB,1
74,117.3,22,speciesRT,8.11
74,117.3,22,speciesBC,2
74,117.3,22,speciesSIB,6.87
74,117.3,22,genusRT,18
74,117.3,22,genusBC,7.68
74,117.3,22,genusSIB,12.78
75,106.85,22,speciesRT,12.62
75,106.85,22,speciesBC,3.19
75,106.85,22,speciesSIB,11.24
75,106.85,22,genusRT,22.39
75,106.85,22,genusBC,10.25
75,106.85,22,genusSIB,15.18
76,97.2,22,speciesRT,18.88
76,97.2,22,speciesBC,3.6
76,97.2,22,speciesSIB,17.47
76,97.2,22,genusRT,32.74
76,97.2,22,genusBC,11.4
76,97.2,22,genusSIB,24.77
77,91.645,22,speciesRT,14.82
77,91.645,22,speciesBC,5.32
77,91.645,22,speciesSIB,12.4
77,91.645,22,genusRT,29.32
77,91.645,22,genusBC,15.2
77,91.645,22,genusSIB,19.55
78,87.545,22,speciesRT,25.24
78,87.545,22,speciesBC,5.99
78,87.545,22,speciesSIB,22.96
78,87.545,22,genusRT,41.79
78,87.545,22,genusBC,16.17
78,87.545,22,genusSIB,32.48
79,84.675,22,speciesRT,7.53
79,84.675,22,speciesBC,7.53
79,84.675,22,speciesSIB,0
79,84.675,22,genusRT,18.32
79,84.675,22,genusBC,18.32
79,84.675,22,genusSIB,0
80,77.91,22,speciesRT,23.28
80,77.91,22,speciesBC,7.53
80,77.91,22,speciesSIB,20.61
80,77.91,22,genusRT,40.83
80,77.91,22,genusBC,18.32
80,77.91,22,genusSIB,30.91
81,69.105,22,speciesRT,22.92
81,69.105,22,speciesBC,7.06
81,69.105,22,speciesSIB,21.3
81,69.105,22,genusRT,39.88
81,69.105,22,genusBC,17.57
81,69.105,22,genusSIB,32.14
82,63.85,22,speciesRT,25.33
82,63.85,22,speciesBC,2.7
82,63.85,22,speciesSIB,24.8
82,63.85,22,genusRT,42.72
82,63.85,22,genusBC,12.91
82,63.85,22,genusSIB,36.63
83,58.83,22,speciesRT,23.09
83,58.83,22,speciesBC,6.1
83,58.83,22,speciesSIB,19.98
83,58.83,22,genusRT,37.96
83,58.83,22,genusBC,16.56
83,58.83,22,genusSIB,27.2
84,52.035,22,speciesRT,30.71
84,52.035,22,speciesBC,8.66
84,52.035,22,speciesSIB,27.04
84,52.035,22,genusRT,47.47
84,52.035,22,genusBC,19.85
84,52.035,22,genusSIB,36.38
85,44.55,22,speciesRT,30.61
85,44.55,22,speciesBC,10.47
85,44.55,22,speciesSIB,27.58
85,44.55,22,genusRT,53
85,44.55,22,genusBC,22.86
85,44.55,22,genusSIB,42.76
86,39.37,22,speciesRT,8.74
86,39.37,22,speciesBC,8.12
86,39.37,22,speciesSIB,1
86,39.37,22,genusRT,21.52
86,39.37,22,genusBC,20.9
86,39.37,22,genusSIB,1
87,35.805,22,speciesRT,20.43
87,35.805,22,speciesBC,8.02
87,35.805,22,speciesSIB,17.89
87,35.805,22,genusRT,38.95
87,35.805,22,genusBC,20.83
87,35.805,22,genusSIB,29.75
88,30.595,22,speciesRT,12.25
88,30.595,22,speciesBC,4.62
88,30.595,22,speciesSIB,9.22
88,30.595,22,genusRT,26.64
88,30.595,22,genusBC,15.43
88,30.595,22,genusSIB,15.35
89,25.165,22,speciesRT,6.45
89,25.165,22,speciesBC,5.46
89,25.165,22,speciesSIB,1.17
89,25.165,22,genusRT,17.56
89,25.165,22,genusBC,16.55
89,25.165,22,genusSIB,1.23
90,19.515,22,speciesRT,17.58
90,19.515,22,speciesBC,5.6
90,19.515,22,speciesSIB,14.59
90,19.515,22,genusRT,34.21
90,19.515,22,genusBC,16.65
90,19.515,22,genusSIB,24.46
91,13.81,22,speciesRT,16.24
91,13.81,22,speciesBC,8.25
91,13.81,22,speciesSIB,12.17
91,13.81,22,genusRT,29.28
91,13.81,22,genusBC,19.34
91,13.81,22,genusSIB,19
92,8.48,22,speciesRT,16.43
92,8.48,22,speciesBC,7.91
92,8.48,22,speciesSIB,13.25
92,8.48,22,genusRT,26.18
92,8.48,22,genusBC,16.37
92,8.48,22,genusSIB,19.8
93,3.96,22,speciesRT,11.28
93,3.96,22,speciesBC,6.38
93,3.96,22,speciesSIB,9.3
93,3.96,22,genusRT,17.3
93,3.96,22,genusBC,11.7
93,3.96,22,genusSIB,13.04
94,1.30085,22,speciesRT,11.06
94,1.30085,22,speciesBC,3.58
94,1.30085,22,speciesSIB,11.06
94,1.30085,22,genusRT,15.61
94,1.30085,22,genusBC,6.28
94,1.30085,22,genusSIB,15.61
70,140.4,23,speciesRT,NA
70,140.4,23,speciesBC,NA
70,140.4,23,speciesSIB,NA
70,140.4,23,genusRT,21.52
70,140.4,23,genusBC,0.13
70,140.4,23,genusSIB,21.39
71,135.15,23,speciesRT,1.21
71,135.15,23,speciesBC,0.21
71,135.15,23,speciesSIB,1
71,135.15,23,genusRT,5.89
71,135.15,23,genusBC,5.28
71,135.15,23,genusSIB,1
72,129.55,23,speciesRT,5.97
72,129.55,23,speciesBC,0.65
72,129.55,23,speciesSIB,5.65
72,129.55,23,genusRT,13.29
72,129.55,23,genusBC,5.27
72,129.55,23,genusSIB,9.61
73,123.95,23,speciesRT,2.51
73,123.95,23,speciesBC,1.73
73,123.95,23,speciesSIB,1
73,123.95,23,genusRT,8.3
73,123.95,23,genusBC,7.72
73,123.95,23,genusSIB,1
74,117.3,23,speciesRT,7.94
74,117.3,23,speciesBC,1.82
74,117.3,23,speciesSIB,6.8
74,117.3,23,genusRT,17.83
74,117.3,23,genusBC,7.69
74,117.3,23,genusSIB,12.61
75,106.85,23,speciesRT,12.37
75,106.85,23,speciesBC,2.91
75,106.85,23,speciesSIB,11.11
75,106.85,23,genusRT,22.1
75,106.85,23,genusBC,10.23
75,106.85,23,genusSIB,15.2
76,97.2,23,speciesRT,18.51
76,97.2,23,speciesBC,3.33
76,97.2,23,speciesSIB,17.17
76,97.2,23,genusRT,31.74
76,97.2,23,genusBC,10.9
76,97.2,23,genusSIB,24.29
77,91.645,23,speciesRT,15.18
77,91.645,23,speciesBC,5.15
77,91.645,23,speciesSIB,12.93
77,91.645,23,genusRT,29.37
77,91.645,23,genusBC,14.57
77,91.645,23,genusSIB,20.36
78,87.545,23,speciesRT,25.63
78,87.545,23,speciesBC,6.01
78,87.545,23,speciesSIB,23.49
78,87.545,23,genusRT,41.94
78,87.545,23,genusBC,15.83
78,87.545,23,genusSIB,32.99
79,84.675,23,speciesRT,7.38
79,84.675,23,speciesBC,7.38
79,84.675,23,speciesSIB,0
79,84.675,23,genusRT,18.17
79,84.675,23,genusBC,18.17
79,84.675,23,genusSIB,0
80,77.91,23,speciesRT,23.22
80,77.91,23,speciesBC,7.38
80,77.91,23,speciesSIB,20.31
80,77.91,23,genusRT,40.39
80,77.91,23,genusBC,18.17
80,77.91,23,genusSIB,30.43
81,69.105,23,speciesRT,23.1
81,69.105,23,speciesBC,7
81,69.105,23,speciesSIB,21.58
81,69.105,23,genusRT,40.21
81,69.105,23,genusBC,17.46
81,69.105,23,genusSIB,32.77
82,63.85,23,speciesRT,24.62
82,63.85,23,speciesBC,2.67
82,63.85,23,speciesSIB,24.11
82,63.85,23,genusRT,43.2
82,63.85,23,genusBC,12.93
82,63.85,23,genusSIB,37.1
83,58.83,23,speciesRT,22.74
83,58.83,23,speciesBC,6.01
83,58.83,23,speciesSIB,19.79
83,58.83,23,genusRT,37.65
83,58.83,23,genusBC,16.54
83,58.83,23,genusSIB,26.75
84,52.035,23,speciesRT,30.12
84,52.035,23,speciesBC,8.33
84,52.035,23,speciesSIB,26.75
84,52.035,23,genusRT,47.77
84,52.035,23,genusBC,20.01
84,52.035,23,genusSIB,36.31
85,44.55,23,speciesRT,30.87
85,44.55,23,speciesBC,10.52
85,44.55,23,speciesSIB,27.88
85,44.55,23,genusRT,53.19
85,44.55,23,genusBC,23.4
85,44.55,23,genusSIB,43.27
86,39.37,23,speciesRT,8.64
86,39.37,23,speciesBC,8.04
86,39.37,23,speciesSIB,1
86,39.37,23,genusRT,21.83
86,39.37,23,genusBC,21.18
86,39.37,23,genusSIB,1
87,35.805,23,speciesRT,20.19
87,35.805,23,speciesBC,8.02
87,35.805,23,speciesSIB,17.75
87,35.805,23,genusRT,38.68
87,35.805,23,genusBC,21.25
87,35.805,23,genusSIB,29.34
88,30.595,23,speciesRT,12.53
88,30.595,23,speciesBC,4.4
88,30.595,23,speciesSIB,9.61
88,30.595,23,genusRT,26.73
88,30.595,23,genusBC,15.74
88,30.595,23,genusSIB,15.31
89,25.165,23,speciesRT,6.51
89,25.165,23,speciesBC,5.5
89,25.165,23,speciesSIB,1.22
89,25.165,23,genusRT,17.62
89,25.165,23,genusBC,16.66
89,25.165,23,genusSIB,1.21
90,19.515,23,speciesRT,16.67
90,19.515,23,speciesBC,5.57
90,19.515,23,speciesSIB,13.86
90,19.515,23,genusRT,34.15
90,19.515,23,genusBC,16.62
90,19.515,23,genusSIB,24.56
91,13.81,23,speciesRT,15.74
91,13.81,23,speciesBC,8.13
91,13.81,23,speciesSIB,11.81
91,13.81,23,genusRT,29.05
91,13.81,23,genusBC,19.08
91,13.81,23,genusSIB,18.73
92,8.48,23,speciesRT,16.59
92,8.48,23,speciesBC,7.84
92,8.48,23,speciesSIB,13.37
92,8.48,23,genusRT,27.48
92,8.48,23,genusBC,16.6
92,8.48,23,genusSIB,21.01
93,3.96,23,speciesRT,11.66
93,3.96,23,speciesBC,6.6
93,3.96,23,speciesSIB,9.41
93,3.96,23,genusRT,17.18
93,3.96,23,genusBC,11.82
93,3.96,23,genusSIB,13.09
94,1.30085,23,speciesRT,11.36
94,1.30085,23,speciesBC,3.68
94,1.30085,23,speciesSIB,11.36
94,1.30085,23,genusRT,15.35
94,1.30085,23,genusBC,6.4
94,1.30085,23,genusSIB,15.35
70,140.4,24,speciesRT,NA
70,140.4,24,speciesBC,NA
70,140.4,24,speciesSIB,NA
70,140.4,24,genusRT,21.73
70,140.4,24,genusBC,0.19
70,140.4,24,genusSIB,21.54
71,135.15,24,speciesRT,1.22
71,135.15,24,speciesBC,0.22
71,135.15,24,speciesSIB,1
71,135.15,24,genusRT,6.15
71,135.15,24,genusBC,5.54
71,135.15,24,genusSIB,1
72,129.55,24,speciesRT,6.1
72,129.55,24,speciesBC,0.65
72,129.55,24,speciesSIB,5.79
72,129.55,24,genusRT,13.29
72,129.55,24,genusBC,5.57
72,129.55,24,genusSIB,9.7
73,123.95,24,speciesRT,2.88
73,123.95,24,speciesBC,2.13
73,123.95,24,speciesSIB,1
73,123.95,24,genusRT,8.19
73,123.95,24,genusBC,7.64
73,123.95,24,genusSIB,1
74,117.3,24,speciesRT,8.54
74,117.3,24,speciesBC,2.17
74,117.3,24,speciesSIB,7.19
74,117.3,24,genusRT,17.55
74,117.3,24,genusBC,7.66
74,117.3,24,genusSIB,12.26
75,106.85,24,speciesRT,12.64
75,106.85,24,speciesBC,3.07
75,106.85,24,speciesSIB,11.44
75,106.85,24,genusRT,22.51
75,106.85,24,genusBC,10.63
75,106.85,24,genusSIB,15.44
76,97.2,24,speciesRT,18.73
