stg,mid_age,run,metric,diversity
77,91.645,58,genusRT,28.66
77,91.645,58,genusBC,14.87
77,91.645,58,genusSIB,19.33
78,87.545,58,speciesRT,25.75
78,87.545,58,speciesBC,5.76
78,87.545,58,speciesSIB,23.97
78,87.545,58,genusRT,40.94
78,87.545,58,genusBC,15.97
78,87.545,58,genusSIB,31.94
79,84.675,58,speciesRT,7.22
79,84.675,58,speciesBC,7.22
79,84.675,58,speciesSIB,0
79,84.675,58,genusRT,18.02
79,84.675,58,genusBC,18.02
79,84.675,58,genusSIB,0
80,77.91,58,speciesRT,22.54
80,77.91,58,speciesBC,7.22
80,77.91,58,speciesSIB,19.88
80,77.91,58,genusRT,39.92
80,77.91,58,genusBC,18.02
80,77.91,58,genusSIB,30.48
81,69.105,58,speciesRT,23.11
81,69.105,58,speciesBC,6.76
81,69.105,58,speciesSIB,21.53
81,69.105,58,genusRT,39.33
81,69.105,58,genusBC,17.06
81,69.105,58,genusSIB,31.84
82,63.85,58,speciesRT,24.76
82,63.85,58,speciesBC,2.92
82,63.85,58,speciesSIB,24.26
82,63.85,58,genusRT,42.32
82,63.85,58,genusBC,12.27
82,63.85,58,genusSIB,36.47
83,58.83,58,speciesRT,22.42
83,58.83,58,speciesBC,5.9
83,58.83,58,speciesSIB,19.69
83,58.83,58,genusRT,35.97
83,58.83,58,genusBC,15.97
83,58.83,58,genusSIB,25.57
84,52.035,58,speciesRT,29.85
84,52.035,58,speciesBC,8.18
84,52.035,58,speciesSIB,26.78
84,52.035,58,genusRT,46.54
84,52.035,58,genusBC,19.38
84,52.035,58,genusSIB,35.6
85,44.55,58,speciesRT,30.5
85,44.55,58,speciesBC,10.32
85,44.55,58,speciesSIB,27.73
85,44.55,58,genusRT,52.14
85,44.55,58,genusBC,22.51
85,44.55,58,genusSIB,42.44
86,39.37,58,speciesRT,8.28
86,39.37,58,speciesBC,7.71
86,39.37,58,speciesSIB,1
86,39.37,58,genusRT,21.35
86,39.37,58,genusBC,20.7
86,39.37,58,genusSIB,1
87,35.805,58,speciesRT,20.15
87,35.805,58,speciesBC,7.7
87,35.805,58,speciesSIB,17.81
87,35.805,58,genusRT,38.56
87,35.805,58,genusBC,20.76
87,35.805,58,genusSIB,29.5
88,30.595,58,speciesRT,12.24
88,30.595,58,speciesBC,4.3
88,30.595,58,speciesSIB,9.3
88,30.595,58,genusRT,26.53
88,30.595,58,genusBC,15.63
88,30.595,58,genusSIB,14.92
89,25.165,58,speciesRT,6.52
89,25.165,58,speciesBC,5.52
89,25.165,58,speciesSIB,1.22
89,25.165,58,genusRT,17.77
89,25.165,58,genusBC,16.77
89,25.165,58,genusSIB,1.18
90,19.515,58,speciesRT,17.5
90,19.515,58,speciesBC,5.6
90,19.515,58,speciesSIB,14.46
90,19.515,58,genusRT,34.42
90,19.515,58,genusBC,16.85
90,19.515,58,genusSIB,24.1
91,13.81,58,speciesRT,15.98
91,13.81,58,speciesBC,8.29
91,13.81,58,speciesSIB,12.07
91,13.81,58,genusRT,29.8
91,13.81,58,genusBC,19.54
91,13.81,58,genusSIB,19.05
92,8.48,58,speciesRT,16.87
92,8.48,58,speciesBC,7.74
92,8.48,58,speciesSIB,13.75
92,8.48,58,genusRT,28.08
92,8.48,58,genusBC,17.19
92,8.48,58,genusSIB,21.21
93,3.96,58,speciesRT,11.13
93,3.96,58,speciesBC,6.3
93,3.96,58,speciesSIB,8.9
93,3.96,58,genusRT,18.06
93,3.96,58,genusBC,12.13
93,3.96,58,genusSIB,13.29
94,1.30085,58,speciesRT,10.97
94,1.30085,58,speciesBC,3.68
94,1.30085,58,speciesSIB,10.97
94,1.30085,58,genusRT,15.12
94,1.30085,58,genusBC,6.79
94,1.30085,58,genusSIB,15.12
70,140.4,59,speciesRT,NA
70,140.4,59,speciesBC,NA
70,140.4,59,speciesSIB,NA
70,140.4,59,genusRT,21.74
70,140.4,59,genusBC,0.18
70,140.4,59,genusSIB,21.56
71,135.15,59,speciesRT,1.26
71,135.15,59,speciesBC,0.26
71,135.15,59,speciesSIB,1
71,135.15,59,genusRT,6.22
71,135.15,59,genusBC,5.63
71,135.15,59,genusSIB,1
72,129.55,59,speciesRT,6.21
72,129.55,59,speciesBC,0.69
72,129.55,59,speciesSIB,5.9
72,129.55,59,genusRT,13.75
72,129.55,59,genusBC,5.74
72,129.55,59,genusSIB,9.79
73,123.95,59,speciesRT,2.91
73,123.95,59,speciesBC,2.25
73,123.95,59,speciesSIB,1
73,123.95,59,genusRT,8.89
73,123.95,59,genusBC,8.24
73,123.95,59,genusSIB,1
74,117.3,59,speciesRT,8.39
74,117.3,59,speciesBC,2.26
74,117.3,59,speciesSIB,6.99
74,117.3,59,genusRT,17.92
74,117.3,59,genusBC,8.29
74,117.3,59,genusSIB,12.54
75,106.85,59,speciesRT,12.6
75,106.85,59,speciesBC,3.18
75,106.85,59,speciesSIB,11.2
75,106.85,59,genusRT,22.22
75,106.85,59,genusBC,10.35
75,106.85,59,genusSIB,14.98
76,97.2,59,speciesRT,19.05
76,97.2,59,speciesBC,3.64
76,97.2,59,speciesSIB,17.57
76,97.2,59,genusRT,32.12
76,97.2,59,genusBC,10.88
76,97.2,59,genusSIB,24.9
77,91.645,59,speciesRT,15.26
77,91.645,59,speciesBC,5.27
77,91.645,59,speciesSIB,12.99
77,91.645,59,genusRT,29.29
77,91.645,59,genusBC,14.1
77,91.645,59,genusSIB,19.98
78,87.545,59,speciesRT,25.3
78,87.545,59,speciesBC,5.81
78,87.545,59,speciesSIB,23.02
78,87.545,59,genusRT,40.77
78,87.545,59,genusBC,15.64
78,87.545,59,genusSIB,31.81
79,84.675,59,speciesRT,7.37
79,84.675,59,speciesBC,7.37
79,84.675,59,speciesSIB,0
79,84.675,59,genusRT,18.1
79,84.675,59,genusBC,18.1
79,84.675,59,genusSIB,0
80,77.91,59,speciesRT,23.26
80,77.91,59,speciesBC,7.37
80,77.91,59,speciesSIB,20.41
80,77.91,59,genusRT,40.91
80,77.91,59,genusBC,18.1
80,77.91,59,genusSIB,31.47
81,69.105,59,speciesRT,22.91
81,69.105,59,speciesBC,6.96
81,69.105,59,speciesSIB,21.11
81,69.105,59,genusRT,39.04
81,69.105,59,genusBC,16.95
81,69.105,59,genusSIB,31.24
82,63.85,59,speciesRT,25.05
82,63.85,59,speciesBC,2.91
82,63.85,59,speciesSIB,24.49
82,63.85,59,genusRT,42.62
82,63.85,59,genusBC,12.57
82,63.85,59,genusSIB,36.68
83,58.83,59,speciesRT,22.78
83,58.83,59,speciesBC,6.02
83,58.83,59,speciesSIB,19.85
83,58.83,59,genusRT,37.13
83,58.83,59,genusBC,16.23
83,58.83,59,genusSIB,26.71
84,52.035,59,speciesRT,30.19
84,52.035,59,speciesBC,8.36
84,52.035,59,speciesSIB,26.93
84,52.035,59,genusRT,46.11
84,52.035,59,genusBC,19.25
84,52.035,59,genusSIB,35.53
85,44.55,59,speciesRT,30.95
85,44.55,59,speciesBC,10.41
85,44.55,59,speciesSIB,27.89
85,44.55,59,genusRT,52.65
85,44.55,59,genusBC,22.69
85,44.55,59,genusSIB,42.94
86,39.37,59,speciesRT,8.72
86,39.37,59,speciesBC,8.06
86,39.37,59,speciesSIB,1
86,39.37,59,genusRT,21.34
86,39.37,59,genusBC,20.77
86,39.37,59,genusSIB,1
87,35.805,59,speciesRT,20.48
87,35.805,59,speciesBC,7.98
87,35.805,59,speciesSIB,18.27
87,35.805,59,genusRT,38.65
87,35.805,59,genusBC,20.72
87,35.805,59,genusSIB,29.24
88,30.595,59,speciesRT,12.3
88,30.595,59,speciesBC,4.08
88,30.595,59,speciesSIB,9.63
88,30.595,59,genusRT,27.02
88,30.595,59,genusBC,15.69
88,30.595,59,genusSIB,15.52
89,25.165,59,speciesRT,5.99
89,25.165,59,speciesBC,5.02
89,25.165,59,speciesSIB,1.23
89,25.165,59,genusRT,17.74
89,25.165,59,genusBC,16.78
89,25.165,59,genusSIB,1.14
90,19.515,59,speciesRT,17.32
90,19.515,59,speciesBC,5.1
90,19.515,59,speciesSIB,14.58
90,19.515,59,genusRT,33.85
90,19.515,59,genusBC,16.86
90,19.515,59,genusSIB,23.93
91,13.81,59,speciesRT,16.25
91,13.81,59,speciesBC,8.54
91,13.81,59,speciesSIB,11.9
91,13.81,59,genusRT,30.42
91,13.81,59,genusBC,19.57
91,13.81,59,genusSIB,19.94
92,8.48,59,speciesRT,16.94
92,8.48,59,speciesBC,8.11
92,8.48,59,speciesSIB,13.85
92,8.48,59,genusRT,27.69
92,8.48,59,genusBC,16.73
92,8.48,59,genusSIB,21.43
93,3.96,59,speciesRT,11.32
93,3.96,59,speciesBC,6.35
93,3.96,59,speciesSIB,9.32
93,3.96,59,genusRT,17.59
93,3.96,59,genusBC,11.92
93,3.96,59,genusSIB,13.19
94,1.30085,59,speciesRT,11.22
94,1.30085,59,speciesBC,3.25
94,1.30085,59,speciesSIB,11.22
94,1.30085,59,genusRT,15.16
94,1.30085,59,genusBC,6.67
94,1.30085,59,genusSIB,15.16
70,140.4,60,speciesRT,NA
70,140.4,60,speciesBC,NA
70,140.4,60,speciesSIB,NA
70,140.4,60,genusRT,21.65
70,140.4,60,genusBC,0.17
70,140.4,60,genusSIB,21.48
71,135.15,60,speciesRT,1.23
71,135.15,60,speciesBC,0.23
71,135.15,60,speciesSIB,1
71,135.15,60,genusRT,6.08
71,135.15,60,genusBC,5.45
71,135.15,60,genusSIB,1
72,129.55,60,speciesRT,5.93
72,129.55,60,speciesBC,0.69
72,129.55,60,speciesSIB,5.53
72,129.55,60,genusRT,13.45
72,129.55,60,genusBC,5.67
72,129.55,60,genusSIB,9.65
73,123.95,60,speciesRT,2.67
73,123.95,60,speciesBC,1.92
73,123.95,60,speciesSIB,1
73,123.95,60,genusRT,8.31
73,123.95,60,genusBC,7.74
73,123.95,60,genusSIB,1
74,117.3,60,speciesRT,8.16
74,117.3,60,speciesBC,1.92
74,117.3,60,speciesSIB,6.93
74,117.3,60,genusRT,17.86
74,117.3,60,genusBC,7.84
74,117.3,60,genusSIB,12.56
75,106.85,60,speciesRT,12.26
75,106.85,60,speciesBC,2.82
75,106.85,60,speciesSIB,11.09
75,106.85,60,genusRT,22.07
75,106.85,60,genusBC,10.4
75,106.85,60,genusSIB,15.11
76,97.2,60,speciesRT,17.93
76,97.2,60,speciesBC,3.07
76,97.2,60,speciesSIB,16.71
76,97.2,60,genusRT,32.27
76,97.2,60,genusBC,11.26
76,97.2,60,genusSIB,24.67
77,91.645,60,speciesRT,14.8
77,91.645,60,speciesBC,4.82
77,91.645,60,speciesSIB,12.94
77,91.645,60,genusRT,29.78
77,91.645,60,genusBC,14.97
77,91.645,60,genusSIB,20.41
78,87.545,60,speciesRT,25.06
78,87.545,60,speciesBC,5.52
78,87.545,60,speciesSIB,23.12
78,87.545,60,genusRT,41.46
78,87.545,60,genusBC,15.95
78,87.545,60,genusSIB,32.32
79,84.675,60,speciesRT,7.31
79,84.675,60,speciesBC,7.31
79,84.675,60,speciesSIB,0
79,84.675,60,genusRT,17.87
79,84.675,60,genusBC,17.87
79,84.675,60,genusSIB,0
80,77.91,60,speciesRT,23.63
80,77.91,60,speciesBC,7.31
80,77.91,60,speciesSIB,20.68
80,77.91,60,genusRT,41.33
80,77.91,60,genusBC,17.87
80,77.91,60,genusSIB,31.75
81,69.105,60,speciesRT,23.46
81,69.105,60,speciesBC,7.08
81,69.105,60,speciesSIB,21.71
81,69.105,60,genusRT,40.22
81,69.105,60,genusBC,17.89
81,69.105,60,genusSIB,32.17
82,63.85,60,speciesRT,25.27
82,63.85,60,speciesBC,2.96
82,63.85,60,speciesSIB,24.69
82,63.85,60,genusRT,42.73
82,63.85,60,genusBC,13.1
82,63.85,60,genusSIB,36.68
83,58.83,60,speciesRT,23.03
83,58.83,60,speciesBC,5.93
83,58.83,60,speciesSIB,20.05
83,58.83,60,genusRT,37.18
83,58.83,60,genusBC,16.61
83,58.83,60,genusSIB,26.34
84,52.035,60,speciesRT,29.7
84,52.035,60,speciesBC,8.15
84,52.035,60,speciesSIB,26.49
84,52.035,60,genusRT,46.84
84,52.035,60,genusBC,19.57
84,52.035,60,genusSIB,36.16
85,44.55,60,speciesRT,30.18
85,44.55,60,speciesBC,10.41
85,44.55,60,speciesSIB,26.98
85,44.55,60,genusRT,52.38
85,44.55,60,genusBC,22.46
85,44.55,60,genusSIB,42.58
86,39.37,60,speciesRT,8.88
86,39.37,60,speciesBC,8.24
86,39.37,60,speciesSIB,1
86,39.37,60,genusRT,20.89
86,39.37,60,genusBC,20.26
86,39.37,60,genusSIB,1
87,35.805,60,speciesRT,20.43
87,35.805,60,speciesBC,8.22
87,35.805,60,speciesSIB,18.09
87,35.805,60,genusRT,38.52
87,35.805,60,genusBC,20.35
87,35.805,60,genusSIB,29.3
88,30.595,60,speciesRT,11.9
88,30.595,60,speciesBC,4.22
88,30.595,60,speciesSIB,9.08
88,30.595,60,genusRT,26.22
88,30.595,60,genusBC,15.31
88,30.595,60,genusSIB,15.37
89,25.165,60,speciesRT,6.49
89,25.165,60,speciesBC,5.38
89,25.165,60,speciesSIB,1.31
89,25.165,60,genusRT,17.29
89,25.165,60,genusBC,16.26
89,25.165,60,genusSIB,1.24
90,19.515,60,speciesRT,16.96
90,19.515,60,speciesBC,5.41
90,19.515,60,speciesSIB,14.19
90,19.515,60,genusRT,33.73
90,19.515,60,genusBC,16.37
90,19.515,60,genusSIB,24.32
91,13.81,60,speciesRT,15.99
91,13.81,60,speciesBC,7.94
91,13.81,60,speciesSIB,12.1
91,13.81,60,genusRT,28.83
91,13.81,60,genusBC,18.37
91,13.81,60,genusSIB,18.83
92,8.48,60,speciesRT,16.49
92,8.48,60,speciesBC,7.48
92,8.48,60,speciesSIB,13.53
92,8.48,60,genusRT,26.99
92,8.48,60,genusBC,16.08
92,8.48,60,genusSIB,20.53
93,3.96,60,speciesRT,11.57
93,3.96,60,speciesBC,6.11
93,3.96,60,speciesSIB,9.48
93,3.96,60,genusRT,17.42
93,3.96,60,genusBC,11.94
93,3.96,60,genusSIB,12.89
94,1.30085,60,speciesRT,11.11
94,1.30085,60,speciesBC,3.5
94,1.30085,60,speciesSIB,11.11
94,1.30085,60,genusRT,15.56
94,1.30085,60,genusBC,6.58
94,1.30085,60,genusSIB,15.56
70,140.4,61,speciesRT,NA
70,140.4,61,speciesBC,NA
70,140.4,61,speciesSIB,NA
70,140.4,61,genusRT,21.86
70,140.4,61,genusBC,0.25
70,140.4,61,genusSIB,21.61
71,135.15,61,speciesRT,1.22
71,135.15,61,speciesBC,0.22
71,135.15,61,speciesSIB,1
71,135.15,61,genusRT,6.02
71,135.15,61,genusBC,5.43
71,135.15,61,genusSIB,1
72,129.55,61,speciesRT,6.13
72,129.55,61,speciesBC,0.64
72,129.55,61,speciesSIB,5.86
72,129.55,61,genusRT,13.27
72,129.55,61,genusBC,5.48
72,129.55,61,genusSIB,9.57
73,123.95,61,speciesRT,2.69
73,123.95,61,speciesBC,1.9
73,123.95,61,speciesSIB,1
73,123.95,61,genusRT,8.5
73,123.95,61,genusBC,7.9
73,123.95,61,genusSIB,1
74,117.3,61,speciesRT,8.15
74,117.3,61,speciesBC,2.01
74,117.3,61,speciesSIB,6.91
74,117.3,61,genusRT,17.8
74,117.3,61,genusBC,8
74,117.3,61,genusSIB,12.33
75,106.85,61,speciesRT,12.09
75,106.85,61,speciesBC,2.97
75,106.85,61,speciesSIB,10.94
75,106.85,61,genusRT,22.8
75,106.85,61,genusBC,10.63
75,106.85,61,genusSIB,15.73
76,97.2,61,speciesRT,18.85
76,97.2,61,speciesBC,3.25
76,97.2,61,speciesSIB,17.52
76,97.2,61,genusRT,31.97
76,97.2,61,genusBC,11.34
76,97.2,61,genusSIB,24.57
77,91.645,61,speciesRT,15
77,91.645,61,speciesBC,5
77,91.645,61,speciesSIB,12.65
77,91.645,61,genusRT,28.3
77,91.645,61,genusBC,14.48
77,91.645,61,genusSIB,19.16
78,87.545,61,speciesRT,25.71
78,87.545,61,speciesBC,5.74
78,87.545,61,speciesSIB,23.52
78,87.545,61,genusRT,40.79
78,87.545,61,genusBC,15.47
78,87.545,61,genusSIB,31.91
79,84.675,61,speciesRT,7.37
79,84.675,61,speciesBC,7.37
79,84.675,61,speciesSIB,0
79,84.675,61,genusRT,17.92
79,84.675,61,genusBC,17.92
79,84.675,61,genusSIB,0
80,77.91,61,speciesRT,23.3
80,77.91,61,speciesBC,7.37
80,77.91,61,speciesSIB,20.46
80,77.91,61,genusRT,40.05
80,77.91,61,genusBC,17.92
80,77.91,61,genusSIB,30.26
81,69.105,61,speciesRT,23.18
81,69.105,61,speciesBC,6.99
81,69.105,61,speciesSIB,21.39
81,69.105,61,genusRT,39.7
81,69.105,61,genusBC,17.85
81,69.105,61,genusSIB,31.91
82,63.85,61,speciesRT,24.75
82,63.85,61,speciesBC,2.81
82,63.85,61,speciesSIB,24.22
82,63.85,61,genusRT,42.7
82,63.85,61,genusBC,12.79
82,63.85,61,genusSIB,36.27
83,58.83,61,speciesRT,22.74
83,58.83,61,speciesBC,5.75
83,58.83,61,speciesSIB,19.99
83,58.83,61,genusRT,37.75
83,58.83,61,genusBC,16.81
83,58.83,61,genusSIB,26.46
84,52.035,61,speciesRT,30.21
84,52.035,61,speciesBC,8.74
84,52.035,61,speciesSIB,26.8
84,52.035,61,genusRT,48.42
84,52.035,61,genusBC,20.43
84,52.035,61,genusSIB,36.98
85,44.55,61,speciesRT,30.29
85,44.55,61,speciesBC,10.49
85,44.55,61,speciesSIB,27.19
85,44.55,61,genusRT,52.65
85,44.55,61,genusBC,23.44
85,44.55,61,genusSIB,42.59
86,39.37,61,speciesRT,8.93
86,39.37,61,speciesBC,8.31
86,39.37,61,speciesSIB,1
86,39.37,61,genusRT,21.41
86,39.37,61,genusBC,20.78
86,39.37,61,genusSIB,1
87,35.805,61,speciesRT,20.19
87,35.805,61,speciesBC,8.32
87,35.805,61,speciesSIB,17.63
87,35.805,61,genusRT,38.78
87,35.805,61,genusBC,20.78
87,35.805,61,genusSIB,29.47
88,30.595,61,speciesRT,12.08
88,30.595,61,speciesBC,4.32
88,30.595,61,speciesSIB,9.31
88,30.595,61,genusRT,26.66
88,30.595,61,genusBC,15.6
88,30.595,61,genusSIB,15.24
89,25.165,61,speciesRT,6.36
89,25.165,61,speciesBC,5.35
89,25.165,61,speciesSIB,1.25
89,25.165,61,genusRT,17.69
89,25.165,61,genusBC,16.63
89,25.165,61,genusSIB,1.25
90,19.515,61,speciesRT,17.32
90,19.515,61,speciesBC,5.37
90,19.515,61,speciesSIB,14.49
90,19.515,61,genusRT,33.4
90,19.515,61,genusBC,16.72
90,19.515,61,genusSIB,23.59
91,13.81,61,speciesRT,16.66
91,13.81,61,speciesBC,8.32
91,13.81,61,speciesSIB,12.65
91,13.81,61,genusRT,29.39
91,13.81,61,genusBC,18.83
91,13.81,61,genusSIB,19.07
92,8.48,61,speciesRT,16.56
92,8.48,61,speciesBC,7.63
92,8.48,61,speciesSIB,13.57
92,8.48,61,genusRT,27.62
92,8.48,61,genusBC,16.63
92,8.48,61,genusSIB,21.23
93,3.96,61,speciesRT,10.92
93,3.96,61,speciesBC,6.17
93,3.96,61,speciesSIB,8.92
93,3.96,61,genusRT,17.43
93,3.96,61,genusBC,11.68
93,3.96,61,genusSIB,13.08
94,1.30085,61,speciesRT,11.26
94,1.30085,61,speciesBC,3.42
94,1.30085,61,speciesSIB,11.26
94,1.30085,61,genusRT,14.87
94,1.30085,61,genusBC,6.56
94,1.30085,61,genusSIB,14.87
70,140.4,62,speciesRT,NA
70,140.4,62,speciesBC,NA
70,140.4,62,speciesSIB,NA
70,140.4,62,genusRT,21.89
70,140.4,62,genusBC,0.24
70,140.4,62,genusSIB,21.65
71,135.15,62,speciesRT,1.24
71,135.15,62,speciesBC,0.24
71,135.15,62,speciesSIB,1
71,135.15,62,genusRT,6.13
71,135.15,62,genusBC,5.5
71,135.15,62,genusSIB,1
72,129.55,62,speciesRT,5.95
72,129.55,62,speciesBC,0.58
72,129.55,62,speciesSIB,5.7
72,129.55,62,genusRT,13.38
72,129.55,62,genusBC,5.61
72,129.55,62,genusSIB,9.69
73,123.95,62,speciesRT,2.55
73,123.95,62,speciesBC,1.8
73,123.95,62,speciesSIB,1
73,123.95,62,genusRT,8.22
73,123.95,62,genusBC,7.58
73,123.95,62,genusSIB,1
74,117.3,62,speciesRT,8.17
74,117.3,62,speciesBC,1.89
74,117.3,62,speciesSIB,6.98
74,117.3,62,genusRT,18.09
74,117.3,62,genusBC,7.69
74,117.3,62,genusSIB,12.63
75,106.85,62,speciesRT,12.03
75,106.85,62,speciesBC,3.11
75,106.85,62,speciesSIB,10.79
75,106.85,62,genusRT,22.97
75,106.85,62,genusBC,10.68
75,106.85,62,genusSIB,15.76
76,97.2,62,speciesRT,18.34
76,97.2,62,speciesBC,3.18
76,97.2,62,speciesSIB,16.97
76,97.2,62,genusRT,31.95
76,97.2,62,genusBC,11.43
76,97.2,62,genusSIB,24.48
77,91.645,62,speciesRT,14.85
77,91.645,62,speciesBC,5.06
77,91.645,62,speciesSIB,12.63
77,91.645,62,genusRT,29.39
77,91.645,62,genusBC,14.78
77,91.645,62,genusSIB,19.79
78,87.545,62,speciesRT,25.56
78,87.545,62,speciesBC,5.62
78,87.545,62,speciesSIB,23.51
78,87.545,62,genusRT,42.19
78,87.545,62,genusBC,16.31
78,87.545,62,genusSIB,32.73
79,84.675,62,speciesRT,7.14
79,84.675,62,speciesBC,7.14
79,84.675,62,speciesSIB,0
79,84.675,62,genusRT,18.37
79,84.675,62,genusBC,18.37
79,84.675,62,genusSIB,0
80,77.91,62,speciesRT,23.31
80,77.91,62,speciesBC,7.14
80,77.91,62,speciesSIB,20.53
80,77.91,62,genusRT,40.95
80,77.91,62,genusBC,18.37
80,77.91,62,genusSIB,31.27
81,69.105,62,speciesRT,22.98
81,69.105,62,speciesBC,6.97
81,69.105,62,speciesSIB,21.24
81,69.105,62,genusRT,39.69
81,69.105,62,genusBC,17.71
81,69.105,62,genusSIB,31.77
82,63.85,62,speciesRT,24.82
82,63.85,62,speciesBC,2.94
82,63.85,62,speciesSIB,24.23
82,63.85,62,genusRT,42.17
82,63.85,62,genusBC,12.74
82,63.85,62,genusSIB,36.04
83,58.83,62,speciesRT,22.61
83,58.83,62,speciesBC,5.94
83,58.83,62,speciesSIB,19.88
83,58.83,62,genusRT,37.33
83,58.83,62,genusBC,16.59
83,58.83,62,genusSIB,26.64
84,52.035,62,speciesRT,29.79
84,52.035,62,speciesBC,8.26
84,52.035,62,speciesSIB,26.5
84,52.035,62,genusRT,46.96
84,52.035,62,genusBC,19.74
84,52.035,62,genusSIB,36.08
85,44.55,62,speciesRT,31.5
85,44.55,62,speciesBC,10.16
85,44.55,62,speciesSIB,28.56
85,44.55,62,genusRT,51.94
85,44.55,62,genusBC,22.89
85,44.55,62,genusSIB,42.12
86,39.37,62,speciesRT,8.68
86,39.37,62,speciesBC,8.06
86,39.37,62,speciesSIB,1
86,39.37,62,genusRT,21.42
86,39.37,62,genusBC,20.84
86,39.37,62,genusSIB,1
87,35.805,62,speciesRT,20.04
87,35.805,62,speciesBC,8.09
87,35.805,62,speciesSIB,17.61
87,35.805,62,genusRT,39.27
87,35.805,62,genusBC,20.8
87,35.805,62,genusSIB,29.81
88,30.595,62,speciesRT,12.13
88,30.595,62,speciesBC,4.46
88,30.595,62,speciesSIB,9.23
88,30.595,62,genusRT,26.41
88,30.595,62,genusBC,15.26
88,30.595,62,genusSIB,15.19
89,25.165,62,speciesRT,6.44
89,25.165,62,speciesBC,5.45
89,25.165,62,speciesSIB,1.17
89,25.165,62,genusRT,17.31
89,25.165,62,genusBC,16.28
89,25.165,62,genusSIB,1.22
90,19.515,62,speciesRT,17.96
90,19.515,62,speciesBC,5.54
90,19.515,62,speciesSIB,15.18
90,19.515,62,genusRT,34.42
90,19.515,62,genusBC,16.38
90,19.515,62,genusSIB,24.7
91,13.81,62,speciesRT,15.98
91,13.81,62,speciesBC,8.4
91,13.81,62,speciesSIB,11.74
91,13.81,62,genusRT,29.53
91,13.81,62,genusBC,18.65
91,13.81,62,genusSIB,19.61
92,8.48,62,speciesRT,16.45
92,8.48,62,speciesBC,7.89
92,8.48,62,speciesSIB,13.47
92,8.48,62,genusRT,26.95
92,8.48,62,genusBC,16.43
92,8.48,62,genusSIB,20.77
93,3.96,62,speciesRT,11.32
93,3.96,62,speciesBC,6.22
93,3.96,62,speciesSIB,9.31
93,3.96,62,genusRT,17.11
93,3.96,62,genusBC,11.62
93,3.96,62,genusSIB,12.84
94,1.30085,62,speciesRT,11.64
94,1.30085,62,speciesBC,3.49
94,1.30085,62,speciesSIB,11.64
94,1.30085,62,genusRT,14.85
94,1.30085,62,genusBC,6.58
94,1.30085,62,genusSIB,14.85
70,140.4,63,speciesRT,NA
70,140.4,63,speciesBC,NA
70,140.4,63,speciesSIB,NA
70,140.4,63,genusRT,21.64
70,140.4,63,genusBC,0.21
70,140.4,63,genusSIB,21.43
71,135.15,63,speciesRT,1.19
71,135.15,63,speciesBC,0.19
71,135.15,63,speciesSIB,1
71,135.15,63,genusRT,5.95
71,135.15,63,genusBC,5.42
71,135.15,63,genusSIB,1
72,129.55,63,speciesRT,5.75
72,129.55,63,speciesBC,0.57
72,129.55,63,speciesSIB,5.51
72,129.55,63,genusRT,13.37
72,129.55,63,genusBC,5.43
72,129.55,63,genusSIB,9.62
73,123.95,63,speciesRT,2.72
73,123.95,63,speciesBC,1.96
73,123.95,63,speciesSIB,1
73,123.95,63,genusRT,8.27
73,123.95,63,genusBC,7.62
73,123.95,63,genusSIB,1
74,117.3,63,speciesRT,8.17
74,117.3,63,speciesBC,1.98
74,117.3,63,speciesSIB,7
74,117.3,63,genusRT,17.67
74,117.3,63,genusBC,7.78
74,117.3,63,genusSIB,12.6
75,106.85,63,speciesRT,12.52
75,106.85,63,speciesBC,3.02
75,106.85,63,speciesSIB,11.35
75,106.85,63,genusRT,22.04
75,106.85,63,genusBC,10.24
75,106.85,63,genusSIB,15.5
76,97.2,63,speciesRT,18.37
76,97.2,63,speciesBC,3.2
76,97.2,63,speciesSIB,17.17
76,97.2,63,genusRT,31.38
76,97.2,63,genusBC,10.8
76,97.2,63,genusSIB,24.23
77,91.645,63,speciesRT,14.85
77,91.645,63,speciesBC,4.86
77,91.645,63,speciesSIB,12.78
77,91.645,63,genusRT,29.12
77,91.645,63,genusBC,14.51
77,91.645,63,genusSIB,19.98
78,87.545,63,speciesRT,25.35
78,87.545,63,speciesBC,5.56
78,87.545,63,speciesSIB,23.37
78,87.545,63,genusRT,40.78
78,87.545,63,genusBC,15.85
78,87.545,63,genusSIB,31.57
79,84.675,63,speciesRT,7.59
79,84.675,63,speciesBC,7.59
79,84.675,63,speciesSIB,0
79,84.675,63,genusRT,18.31
79,84.675,63,genusBC,18.31
79,84.675,63,genusSIB,0
80,77.91,63,speciesRT,23.52
80,77.91,63,speciesBC,7.59
80,77.91,63,speciesSIB,20.42
80,77.91,63,genusRT,40.9
80,77.91,63,genusBC,18.31
80,77.91,63,genusSIB,30.97
81,69.105,63,speciesRT,23.48
81,69.105,63,speciesBC,7.41
81,69.105,63,speciesSIB,21.56
81,69.105,63,genusRT,40.2
81,69.105,63,genusBC,17.88
81,69.105,63,genusSIB,32.44
82,63.85,63,speciesRT,24.82
82,63.85,63,speciesBC,3.02
82,63.85,63,speciesSIB,24.14
82,63.85,63,genusRT,42.35
82,63.85,63,genusBC,12.66
82,63.85,63,genusSIB,36.22
83,58.83,63,speciesRT,23.34
83,58.83,63,speciesBC,6.27
83,58.83,63,speciesSIB,20.33
83,58.83,63,genusRT,37.46
83,58.83,63,genusBC,16.13
